,ID,Pathogens,Link
1166,dbAMP_24292,Staphylococcus aureus,Positive
1167,dbAMP_17106,Staphylococcus aureus,Positive
1168,dbAMP_19785,Staphylococcus aureus,Positive
1169,dbAMP_17440,Cryptococcus neoformans,Positive
1170,dbAMP_10546,Staphylococcus epidermidis,Positive
1171,dbAMP_19239,Pseudomonas aeruginosa,Positive
1172,19951.0,Salmonella enterica,Positive
1173,dbAMP_05249,Cryptococcus neoformans,Positive
1174,dbAMP_16279,Micrococcus luteus,Positive
1175,dbAMP_21972,Pseudomonas aeruginosa,Positive
1176,dbAMP_20865,Salmonella enterica,Positive
1177,dbAMP_18994,Klebsiella pneumoniae,Positive
1178,dbAMP_01242,Staphylococcus aureus,Positive
1179,dbAMP_22006,Escherichia coli,Positive
1180,19683.0,Escherichia coli,Positive
1181,dbAMP_11065,Escherichia coli,Positive
1182,dbAMP_14707,Staphylococcus aureus,Positive
1183,dbAMP_17783,Enterococcus faecalis,Positive
1184,dbAMP_33015,Bacillus subtilis,Positive
1185,dbAMP_16772,Micrococcus luteus,Positive
1186,20296.0,Salmonella enterica,Positive
1187,dbAMP_02679,Pseudomonas aeruginosa,Positive
1188,19207.0,Bacillus subtilis,Positive
1189,dbAMP_33195,Staphylococcus aureus,Positive
1190,dbAMP_12051,Bacillus subtilis,Positive
1191,dbAMP_22006,Candida parapsilosis,Positive
1192,DRAMP02929,Pseudomonas aeruginosa,Positive
1193,dbAMP_24422,Pseudomonas aeruginosa,Positive
1194,dbAMP_16372,Candida albicans,Positive
1195,19516.0,Escherichia coli,Positive
1196,dbAMP_18878,Salmonella enterica,Positive
1197,dbAMP_19047,Bacillus subtilis,Positive
1198,17328.0,Staphylococcus aureus,Positive
1199,17350.0,Pseudomonas aeruginosa,Positive
1200,dbAMP_03986,Salmonella enterica,Positive
1201,dbAMP_19447,Escherichia coli,Positive
1202,dbAMP_14779,Micrococcus luteus,Positive
1203,dbAMP_21388,Staphylococcus epidermidis,Positive
1204,19477.0,Staphylococcus aureus,Positive
1205,21529.0,Enterococcus faecium,Positive
1206,22049.0,Pseudomonas aeruginosa,Positive
1207,dbAMP_04821,Bacillus cereus,Positive
1208,1026.0,Bacillus megaterium,Positive
1209,6834.0,Escherichia coli,Positive
1210,dbAMP_03640,Klebsiella pneumoniae,Positive
1211,dbAMP_18821,Escherichia coli,Positive
1212,dbAMP_22941,Enterococcus faecalis,Positive
1213,dbAMP_19320,Staphylococcus epidermidis,Positive
1214,2302.0,Candida albicans,Positive
1215,dbAMP_02117,Staphylococcus epidermidis,Positive
1216,dbAMP_27656,Acinetobacter baumannii,Positive
1217,dbAMP_03794,Listeria monocytogenes,Positive
1218,dbAMP_11859,Enterococcus faecalis,Positive
1219,20840.0,Escherichia coli,Positive
1220,dbAMP_17633,Escherichia coli,Positive
1221,dbAMP_04609,Bacillus subtilis,Positive
1222,dbAMP_17115,Cryptococcus neoformans,Positive
1223,20037.0,Salmonella enterica,Positive
1224,dbAMP_21068,Escherichia coli,Positive
1225,17224.0,Pseudomonas aeruginosa,Positive
1226,dbAMP_16075,Bacillus subtilis,Positive
1227,22101.0,Bacillus subtilis,Positive
1228,dbAMP_19420,Escherichia coli,Positive
1229,dbAMP_20785,Staphylococcus epidermidis,Positive
1230,dbAMP_16761,Listeria monocytogenes,Positive
1231,17721.0,Acinetobacter baumannii,Positive
1232,DRAMP02245,Candida albicans,Positive
1233,17529.0,Pseudomonas aeruginosa,Positive
1234,dbAMP_16739,Staphylococcus aureus,Positive
1235,dbAMP_03776,Staphylococcus aureus,Positive
1236,dbAMP_23143,Escherichia coli,Positive
1237,dbAMP_16054,Staphylococcus aureus,Positive
1238,dbAMP_15887,Klebsiella pneumoniae,Positive
1239,20502.0,Staphylococcus aureus,Positive
1240,dbAMP_17437,Cryptococcus neoformans,Positive
1241,dbAMP_23771,Escherichia coli,Positive
1242,dbAMP_18788,Salmonella enterica,Positive
1243,dbAMP_14776,Klebsiella pneumoniae,Positive
1244,dbAMP_24406,Micrococcus luteus,Positive
1245,DRAMP03140,Enterobacter cloacae,Positive
1246,21080.0,Staphylococcus aureus,Positive
1247,dbAMP_16500,Bacillus subtilis,Positive
1248,dbAMP_16784,Acinetobacter baumannii,Positive
1249,dbAMP_21370,Enterobacter cloacae,Positive
1250,dbAMP_18126,Enterococcus faecalis,Positive
1251,dbAMP_23973,Staphylococcus aureus,Positive
1252,dbAMP_23469,Staphylococcus aureus,Positive
1253,dbAMP_01953,Staphylococcus epidermidis,Positive
1254,dbAMP_19283,Salmonella enterica,Positive
1255,18122.0,Pseudomonas aeruginosa,Positive
1256,dbAMP_01958,Staphylococcus aureus,Positive
1257,19526.0,Escherichia coli,Positive
1258,dbAMP_23695,Bacillus megaterium,Positive
1259,dbAMP_14863,Micrococcus luteus,Positive
1260,dbAMP_17474,Staphylococcus aureus,Positive
1261,dbAMP_16147,Staphylococcus aureus,Positive
1262,20963.0,Pseudomonas aeruginosa,Positive
1263,dbAMP_03522,Candida albicans,Positive
1264,dbAMP_20733,Escherichia coli,Positive
1265,dbAMP_22171,Pseudomonas aeruginosa,Positive
1266,dbAMP_28848,Staphylococcus epidermidis,Positive
1267,dbAMP_20538,Enterococcus faecium,Positive
1268,dbAMP_25158,Micrococcus luteus,Positive
1269,20843.0,Bacillus subtilis,Positive
1270,dbAMP_16346,Staphylococcus aureus,Positive
1271,22376.0,Enterococcus faecium,Positive
1272,dbAMP_33000,Escherichia coli,Positive
1273,dbAMP_19277,Bacillus cereus,Positive
1274,dbAMP_23629,Micrococcus luteus,Positive
1275,dbAMP_32951,Bacillus subtilis,Positive
1276,dbAMP_19223,Pseudomonas aeruginosa,Positive
1277,10154.0,Enterococcus faecium,Positive
1278,dbAMP_00302,Listeria monocytogenes,Positive
1279,dbAMP_23802,Candida albicans,Positive
1280,dbAMP_27661,Escherichia coli,Positive
1281,dbAMP_03082,Salmonella enterica,Positive
1282,dbAMP_22638,Escherichia coli,Positive
1283,dbAMP_23037,Bacillus subtilis,Positive
1284,dbAMP_31809,Staphylococcus aureus,Positive
1285,DRAMP01497,Escherichia coli,Positive
1286,dbAMP_17636,Bacillus megaterium,Positive
1287,dbAMP_21244,Escherichia coli,Positive
1288,dbAMP_24273,Staphylococcus epidermidis,Positive
1289,dbAMP_19554,Escherichia coli,Positive
1290,dbAMP_01961,Staphylococcus aureus,Positive
1291,18069.0,Bacillus subtilis,Positive
1292,18122.0,Bacillus subtilis,Positive
1293,20843.0,Bacillus cereus,Positive
1294,dbAMP_17716,Staphylococcus epidermidis,Positive
1295,dbAMP_27149,Acinetobacter baumannii,Positive
1296,19123.0,Staphylococcus epidermidis,Positive
1297,dbAMP_19129,Pseudomonas aeruginosa,Positive
1298,dbAMP_04014,Pseudomonas aeruginosa,Positive
1299,DRAMP03532,Escherichia coli,Positive
1300,dbAMP_23286,Salmonella enterica,Positive
1301,21980.0,Escherichia coli,Positive
1302,dbAMP_24774,Listeria monocytogenes,Positive
1303,dbAMP_32467,Bacillus subtilis,Positive
1304,dbAMP_17122,Staphylococcus aureus,Positive
1305,dbAMP_20352,Escherichia coli,Positive
1306,dbAMP_20465,Staphylococcus aureus,Positive
1307,DRAMP21189,Escherichia coli,Positive
1308,20012.0,Bacillus cereus,Positive
1309,dbAMP_16102,Pseudomonas aeruginosa,Positive
1310,20890.0,Salmonella enterica,Positive
1311,dbAMP_16475,Candida albicans,Positive
1312,dbAMP_04656,Escherichia coli,Positive
1313,dbAMP_24308,Escherichia coli,Positive
1314,dbAMP_14821,Escherichia coli,Positive
1315,dbAMP_25334,Escherichia coli,Positive
1316,dbAMP_18574,Escherichia coli,Positive
1317,19556.0,Salmonella enterica,Positive
1318,dbAMP_22842,Staphylococcus aureus,Positive
1319,dbAMP_11857,Pseudomonas aeruginosa,Positive
1320,5243.0,Bacillus subtilis,Positive
1321,dbAMP_21896,Pseudomonas aeruginosa,Positive
1322,dbAMP_25418,Salmonella enterica,Positive
1323,22217.0,Escherichia coli,Positive
1324,dbAMP_33694,Pseudomonas aeruginosa,Positive
1325,dbAMP_11308,Escherichia coli,Positive
1326,dbAMP_17098,Listeria monocytogenes,Positive
1327,dbAMP_17964,Staphylococcus epidermidis,Positive
1328,dbAMP_20519,Bacillus subtilis,Positive
1329,dbAMP_18075,Escherichia coli,Positive
1330,dbAMP_10467,Staphylococcus aureus,Positive
1331,dbAMP_25305,Staphylococcus aureus,Positive
1332,dbAMP_18586,Klebsiella pneumoniae,Positive
1333,dbAMP_20250,Escherichia coli,Positive
1334,DRAMP02391,Pseudomonas aeruginosa,Positive
1335,17184.0,Klebsiella pneumoniae,Positive
1336,dbAMP_31661,Acinetobacter baumannii,Positive
1337,dbAMP_32543,Escherichia coli,Positive
1338,dbAMP_33843,Escherichia coli,Positive
1339,DRAMP02423,Escherichia coli,Positive
1340,dbAMP_27532,Cryptococcus neoformans,Positive
1341,dbAMP_21731,Escherichia coli,Positive
1342,dbAMP_17458,Bacillus subtilis,Positive
1343,dbAMP_19579,Escherichia coli,Positive
1344,dbAMP_20467,Klebsiella pneumoniae,Positive
1345,dbAMP_31876,Bacillus megaterium,Positive
1346,dbAMP_14836,Staphylococcus aureus,Positive
1347,dbAMP_22038,Bacillus subtilis,Positive
1348,dbAMP_22573,Staphylococcus aureus,Positive
1349,dbAMP_14775,Bacillus megaterium,Positive
1350,dbAMP_25330,Salmonella enterica,Positive
1351,dbAMP_04359,Pseudomonas aeruginosa,Positive
1352,dbAMP_24819,Escherichia coli,Positive
1353,dbAMP_15923,Candida albicans,Positive
1354,19674.0,Acinetobacter baumannii,Positive
1355,19929.0,Pseudomonas aeruginosa,Positive
1356,dbAMP_22080,Candida albicans,Positive
1357,dbAMP_21220,Pseudomonas aeruginosa,Positive
1358,dbAMP_33229,Staphylococcus aureus,Positive
1359,dbAMP_27418,Salmonella enterica,Positive
1360,dbAMP_04749,Candida albicans,Positive
1361,19942.0,Escherichia coli,Positive
1362,759.0,Staphylococcus epidermidis,Positive
1363,dbAMP_16908,Staphylococcus aureus,Positive
1364,19500.0,Acinetobacter baumannii,Positive
1365,dbAMP_16587,Pseudomonas aeruginosa,Positive
1366,dbAMP_11932,Escherichia coli,Positive
1367,dbAMP_16884,Staphylococcus aureus,Positive
1368,19605.0,Bacillus subtilis,Positive
1369,dbAMP_03696,Bacillus subtilis,Positive
1370,dbAMP_18939,Bacillus subtilis,Positive
1371,dbAMP_15830,Pseudomonas aeruginosa,Positive
1372,20068.0,Bacillus subtilis,Positive
1373,18294.0,Escherichia coli,Positive
1374,dbAMP_18798,Salmonella enterica,Positive
1375,dbAMP_27289,Escherichia coli,Positive
1376,18640.0,Pseudomonas aeruginosa,Positive
1377,20153.0,Staphylococcus aureus,Positive
1378,dbAMP_11238,Escherichia coli,Positive
1379,20169.0,Acinetobacter baumannii,Positive
1380,dbAMP_02954,Escherichia coli,Positive
1381,dbAMP_34369,Staphylococcus aureus,Positive
1382,dbAMP_21299,Escherichia coli,Positive
1383,dbAMP_21225,Bacillus subtilis,Positive
1384,21618.0,Escherichia coli,Positive
1385,dbAMP_00593,Bacillus subtilis,Positive
1386,dbAMP_16530,Pseudomonas aeruginosa,Positive
1387,dbAMP_03125,Staphylococcus epidermidis,Positive
1388,dbAMP_17929,Escherichia coli,Positive
1389,dbAMP_22175,Escherichia coli,Positive
1390,dbAMP_16246,Candida albicans,Positive
1391,dbAMP_17057,Bacillus cereus,Positive
1392,DRAMP02854,Staphylococcus aureus,Positive
1393,dbAMP_14723,Staphylococcus epidermidis,Positive
1394,dbAMP_19297,Staphylococcus aureus,Positive
1395,dbAMP_23993,Staphylococcus aureus,Positive
1396,dbAMP_33321,Candida albicans,Positive
1397,dbAMP_22939,Escherichia coli,Positive
1398,dbAMP_05998,Staphylococcus aureus,Positive
1399,dbAMP_10839,Acinetobacter baumannii,Positive
1400,dbAMP_33262,Staphylococcus aureus,Positive
1401,dbAMP_19225,Staphylococcus epidermidis,Positive
1402,dbAMP_18370,Salmonella enterica,Positive
1403,dbAMP_04815,Escherichia coli,Positive
1404,dbAMP_01660,Staphylococcus epidermidis,Positive
1405,dbAMP_27157,Enterococcus faecium,Positive
1406,dbAMP_15899,Pseudomonas aeruginosa,Positive
1407,1026.0,Pseudomonas aeruginosa,Positive
1408,dbAMP_01714,Enterococcus faecalis,Positive
1409,dbAMP_10527,Escherichia coli,Positive
1410,dbAMP_04959,Staphylococcus aureus,Positive
1411,dbAMP_22691,Staphylococcus aureus,Positive
1412,19673.0,Escherichia coli,Positive
1413,dbAMP_19310,Pseudomonas aeruginosa,Positive
1414,dbAMP_14877,Staphylococcus aureus,Positive
1415,dbAMP_04604,Salmonella enterica,Positive
1416,20494.0,Staphylococcus aureus,Positive
1417,dbAMP_34252,Escherichia coli,Positive
1418,dbAMP_02104,Staphylococcus aureus,Positive
1419,dbAMP_32315,Staphylococcus aureus,Positive
1420,19612.0,Klebsiella pneumoniae,Positive
1421,dbAMP_18105,Listeria monocytogenes,Positive
1422,dbAMP_18835,Pseudomonas aeruginosa,Positive
1423,18174.0,Klebsiella pneumoniae,Positive
1424,dbAMP_25010,Escherichia coli,Positive
1425,dbAMP_18157,Pseudomonas aeruginosa,Positive
1426,dbAMP_22626,Escherichia coli,Positive
1427,DRAMP02391,Staphylococcus aureus,Positive
1428,dbAMP_16768,Staphylococcus aureus,Positive
1429,dbAMP_25091,Staphylococcus epidermidis,Positive
1430,dbAMP_24821,Staphylococcus aureus,Positive
1431,dbAMP_22937,Staphylococcus aureus,Positive
1432,dbAMP_18373,Escherichia coli,Positive
1433,dbAMP_23598,Escherichia coli,Positive
1434,19705.0,Acinetobacter baumannii,Positive
1435,dbAMP_19307,Pseudomonas aeruginosa,Positive
1436,dbAMP_21432,Salmonella enterica,Positive
1437,dbAMP_21972,Enterobacter cloacae,Positive
1438,dbAMP_20743,Staphylococcus epidermidis,Positive
1439,19318.0,Candida albicans,Positive
1440,dbAMP_22027,Escherichia coli,Positive
1441,dbAMP_23212,Escherichia coli,Positive
1442,18169.0,Escherichia coli,Positive
1443,dbAMP_33958,Escherichia coli,Positive
1444,717.0,Staphylococcus aureus,Positive
1445,dbAMP_05513,Escherichia coli,Positive
1446,dbAMP_32951,Staphylococcus aureus,Positive
1447,dbAMP_33086,Acinetobacter baumannii,Positive
1448,dbAMP_18528,Pseudomonas aeruginosa,Positive
1449,dbAMP_19732,Escherichia coli,Positive
1450,dbAMP_24029,Staphylococcus aureus,Positive
1451,dbAMP_18144,Escherichia coli,Positive
1452,dbAMP_03655,Bacillus subtilis,Positive
1453,dbAMP_22143,Escherichia coli,Positive
1454,dbAMP_25116,Pseudomonas aeruginosa,Positive
1455,19551.0,Pseudomonas aeruginosa,Positive
1456,dbAMP_15882,Staphylococcus aureus,Positive
1457,dbAMP_19371,Micrococcus luteus,Positive
1458,dbAMP_33120,Bacillus cereus,Positive
1459,21410.0,Pseudomonas aeruginosa,Positive
1460,dbAMP_05835,Escherichia coli,Positive
1461,20150.0,Staphylococcus aureus,Positive
1462,22098.0,Listeria monocytogenes,Positive
1463,dbAMP_03365,Staphylococcus aureus,Positive
1464,19777.0,Staphylococcus epidermidis,Positive
1465,dbAMP_23919,Candida albicans,Positive
1466,dbAMP_31701,Enterococcus faecium,Positive
1467,dbAMP_19129,Escherichia coli,Positive
1468,dbAMP_25353,Salmonella enterica,Positive
1469,dbAMP_05455,Candida albicans,Positive
1470,dbAMP_00259,Salmonella enterica,Positive
1471,20853.0,Staphylococcus epidermidis,Positive
1472,763.0,Bacillus subtilis,Positive
1473,20318.0,Escherichia coli,Positive
1474,dbAMP_09692,Escherichia coli,Positive
1475,dbAMP_24376,Escherichia coli,Positive
1476,dbAMP_14702,Micrococcus luteus,Positive
1477,dbAMP_28793,Staphylococcus aureus,Positive
1478,dbAMP_05896,Bacillus subtilis,Positive
1479,dbAMP_21494,Micrococcus luteus,Positive
1480,dbAMP_21896,Salmonella enterica,Positive
1481,dbAMP_16000,Pseudomonas aeruginosa,Positive
1482,dbAMP_01840,Bacillus subtilis,Positive
1483,dbAMP_22152,Acinetobacter baumannii,Positive
1484,dbAMP_22009,Candida parapsilosis,Positive
1485,dbAMP_18098,Staphylococcus aureus,Positive
1486,dbAMP_16880,Pseudomonas aeruginosa,Positive
1487,dbAMP_22145,Escherichia coli,Positive
1488,dbAMP_24954,Klebsiella pneumoniae,Positive
1489,dbAMP_20322,Enterococcus faecalis,Positive
1490,dbAMP_23252,Micrococcus luteus,Positive
1491,dbAMP_05450,Escherichia coli,Positive
1492,dbAMP_18606,Candida albicans,Positive
1493,22315.0,Klebsiella pneumoniae,Positive
1494,dbAMP_33387,Listeria monocytogenes,Positive
1495,19520.0,Escherichia coli,Positive
1496,19203.0,Salmonella enterica,Positive
1497,dbAMP_16440,Salmonella enterica,Positive
1498,dbAMP_02395,Escherichia coli,Positive
1499,dbAMP_33031,Escherichia coli,Positive
1500,21715.0,Staphylococcus aureus,Positive
1501,dbAMP_19128,Staphylococcus aureus,Positive
1502,dbAMP_14889,Escherichia coli,Positive
1503,dbAMP_16556,Escherichia coli,Positive
1504,19706.0,Staphylococcus aureus,Positive
1505,dbAMP_01665,Salmonella enterica,Positive
1506,dbAMP_03655,Escherichia coli,Positive
1507,DRAMP18488,Staphylococcus aureus,Positive
1508,dbAMP_03291,Enterococcus faecalis,Positive
1509,dbAMP_27354,Escherichia coli,Positive
1510,dbAMP_11781,Enterobacter cloacae,Positive
1511,20149.0,Escherichia coli,Positive
1512,dbAMP_10978,Escherichia coli,Positive
1513,dbAMP_22617,Staphylococcus aureus,Positive
1514,dbAMP_17071,Escherichia coli,Positive
1515,dbAMP_04474,Escherichia coli,Positive
1516,19285.0,Candida albicans,Positive
1517,dbAMP_16124,Staphylococcus aureus,Positive
1518,7041.0,Escherichia coli,Positive
1519,dbAMP_01704,Pseudomonas aeruginosa,Positive
1520,dbAMP_16026,Bacillus subtilis,Positive
1521,dbAMP_03638,Staphylococcus aureus,Positive
1522,dbAMP_19046,Staphylococcus epidermidis,Positive
1523,dbAMP_05513,Staphylococcus aureus,Positive
1524,dbAMP_32041,Staphylococcus epidermidis,Positive
1525,20056.0,Staphylococcus aureus,Positive
1526,dbAMP_10433,Staphylococcus epidermidis,Positive
1527,dbAMP_33103,Klebsiella pneumoniae,Positive
1528,dbAMP_19259,Salmonella enterica,Positive
1529,dbAMP_34140,Staphylococcus aureus,Positive
1530,dbAMP_20305,Bacillus cereus,Positive
1531,dbAMP_03079,Escherichia coli,Positive
1532,1824.0,Micrococcus luteus,Positive
1533,dbAMP_20520,Pseudomonas aeruginosa,Positive
1534,17247.0,Pseudomonas aeruginosa,Positive
1535,dbAMP_17969,Escherichia coli,Positive
1536,dbAMP_15397,Staphylococcus aureus,Positive
1537,dbAMP_24899,Bacillus subtilis,Positive
1538,dbAMP_02029,Escherichia coli,Positive
1539,22100.0,Listeria monocytogenes,Positive
1540,dbAMP_22001,Staphylococcus aureus,Positive
1541,dbAMP_34039,Staphylococcus aureus,Positive
1542,dbAMP_11781,Candida parapsilosis,Positive
1543,dbAMP_23148,Escherichia coli,Positive
1544,22251.0,Bacillus subtilis,Positive
1545,dbAMP_21532,Enterococcus faecalis,Positive
1546,dbAMP_04609,Salmonella enterica,Positive
1547,19947.0,Salmonella enterica,Positive
1548,dbAMP_19268,Pseudomonas aeruginosa,Positive
1549,dbAMP_04791,Klebsiella pneumoniae,Positive
1550,21171.0,Pseudomonas aeruginosa,Positive
1551,dbAMP_31969,Bacillus cereus,Positive
1552,dbAMP_00990,Staphylococcus aureus,Positive
1553,dbAMP_04223,Staphylococcus aureus,Positive
1554,dbAMP_21258,Candida albicans,Positive
1555,dbAMP_05477,Acinetobacter baumannii,Positive
1556,17427.0,Cryptococcus neoformans,Positive
1557,dbAMP_20678,Candida albicans,Positive
1558,dbAMP_16094,Escherichia coli,Positive
1559,19606.0,Bacillus subtilis,Positive
1560,dbAMP_10266,Micrococcus luteus,Positive
1561,3382.0,Candida albicans,Positive
1562,dbAMP_05798,Enterococcus faecalis,Positive
1563,19572.0,Staphylococcus aureus,Positive
1564,dbAMP_18100,Staphylococcus epidermidis,Positive
1565,19671.0,Escherichia coli,Positive
1566,dbAMP_04733,Pseudomonas aeruginosa,Positive
1567,dbAMP_16260,Salmonella enterica,Positive
1568,20575.0,Staphylococcus aureus,Positive
1569,dbAMP_33595,Pseudomonas aeruginosa,Positive
1570,dbAMP_18375,Escherichia coli,Positive
1571,dbAMP_17963,Pseudomonas aeruginosa,Positive
1572,dbAMP_17960,Candida albicans,Positive
1573,dbAMP_24400,Pseudomonas aeruginosa,Positive
1574,dbAMP_23763,Escherichia coli,Positive
1575,dbAMP_33242,Staphylococcus aureus,Positive
1576,dbAMP_22143,Cryptococcus neoformans,Positive
1577,dbAMP_01289,Staphylococcus aureus,Positive
1578,dbAMP_11856,Bacillus subtilis,Positive
1579,dbAMP_25193,Candida albicans,Positive
1580,dbAMP_02247,Acinetobacter baumannii,Positive
1581,dbAMP_17570,Bacillus subtilis,Positive
1582,18608.0,Escherichia coli,Positive
1583,dbAMP_22734,Micrococcus luteus,Positive
1584,dbAMP_09795,Escherichia coli,Positive
1585,dbAMP_18874,Pseudomonas aeruginosa,Positive
1586,dbAMP_24166,Escherichia coli,Positive
1587,dbAMP_19421,Escherichia coli,Positive
1588,dbAMP_02860,Bacillus subtilis,Positive
1589,dbAMP_19044,Staphylococcus aureus,Positive
1590,dbAMP_34239,Staphylococcus aureus,Positive
1591,dbAMP_18526,Escherichia coli,Positive
1592,dbAMP_23260,Bacillus subtilis,Positive
1593,dbAMP_23237,Staphylococcus aureus,Positive
1594,20155.0,Escherichia coli,Positive
1595,dbAMP_24046,Staphylococcus aureus,Positive
1596,dbAMP_33011,Pseudomonas aeruginosa,Positive
1597,DRAMP21083,Escherichia coli,Positive
1598,dbAMP_16940,Escherichia coli,Positive
1599,dbAMP_33100,Acinetobacter baumannii,Positive
1600,dbAMP_17024,Escherichia coli,Positive
1601,dbAMP_04457,Salmonella enterica,Positive
1602,dbAMP_05281,Enterococcus faecalis,Positive
1603,dbAMP_18935,Bacillus subtilis,Positive
1604,dbAMP_17555,Salmonella enterica,Positive
1605,dbAMP_16252,Micrococcus luteus,Positive
1606,dbAMP_23931,Pseudomonas aeruginosa,Positive
1607,dbAMP_11040,Candida albicans,Positive
1608,dbAMP_00404,Staphylococcus aureus,Positive
1609,dbAMP_02418,Escherichia coli,Positive
1610,dbAMP_33373,Pseudomonas aeruginosa,Positive
1611,dbAMP_10177,Candida albicans,Positive
1612,dbAMP_16197,Escherichia coli,Positive
1613,dbAMP_03760,Listeria monocytogenes,Positive
1614,dbAMP_24264,Bacillus subtilis,Positive
1615,dbAMP_34242,Staphylococcus aureus,Positive
1616,19616.0,Bacillus subtilis,Positive
1617,dbAMP_21407,Escherichia coli,Positive
1618,dbAMP_19035,Escherichia coli,Positive
1619,dbAMP_19301,Enterococcus faecalis,Positive
1620,19673.0,Enterobacter cloacae,Positive
1621,dbAMP_22890,Acinetobacter baumannii,Positive
1622,dbAMP_22028,Staphylococcus aureus,Positive
1623,dbAMP_23935,Candida albicans,Positive
1624,dbAMP_22723,Staphylococcus aureus,Positive
1625,dbAMP_25214,Klebsiella pneumoniae,Positive
1626,dbAMP_34013,Acinetobacter baumannii,Positive
1627,dbAMP_03061,Bacillus cereus,Positive
1628,dbAMP_21953,Escherichia coli,Positive
1629,dbAMP_18180,Staphylococcus epidermidis,Positive
1630,5346.0,Staphylococcus epidermidis,Positive
1631,dbAMP_17469,Escherichia coli,Positive
1632,dbAMP_18793,Staphylococcus aureus,Positive
1633,dbAMP_16942,Salmonella enterica,Positive
1634,dbAMP_21042,Bacillus subtilis,Positive
1635,dbAMP_14710,Escherichia coli,Positive
1636,dbAMP_16748,Escherichia coli,Positive
1637,dbAMP_24653,Bacillus subtilis,Positive
1638,dbAMP_12052,Salmonella enterica,Positive
1639,dbAMP_03504,Bacillus cereus,Positive
1640,19126.0,Staphylococcus epidermidis,Positive
1641,dbAMP_15972,Salmonella enterica,Positive
1642,dbAMP_10642,Bacillus subtilis,Positive
1643,DRAMP03877,Enterococcus faecalis,Positive
1644,dbAMP_10482,Staphylococcus epidermidis,Positive
1645,dbAMP_16582,Pseudomonas aeruginosa,Positive
1646,dbAMP_18231,Candida albicans,Positive
1647,dbAMP_21309,Escherichia coli,Positive
1648,19706.0,Enterobacter cloacae,Positive
1649,dbAMP_22399,Bacillus subtilis,Positive
1650,dbAMP_00407,Staphylococcus epidermidis,Positive
1651,dbAMP_19727,Salmonella enterica,Positive
1652,20494.0,Salmonella enterica,Positive
1653,17350.0,Salmonella enterica,Positive
1654,dbAMP_16511,Pseudomonas aeruginosa,Positive
1655,20501.0,Acinetobacter baumannii,Positive
1656,dbAMP_24916,Micrococcus luteus,Positive
1657,dbAMP_23615,Bacillus subtilis,Positive
1658,dbAMP_16263,Pseudomonas aeruginosa,Positive
1659,dbAMP_09743,Klebsiella pneumoniae,Positive
1660,dbAMP_23956,Candida albicans,Positive
1661,dbAMP_19097,Bacillus subtilis,Positive
1662,22093.0,Staphylococcus aureus,Positive
1663,dbAMP_23982,Staphylococcus aureus,Positive
1664,dbAMP_15879,Candida albicans,Positive
1665,dbAMP_02419,Escherichia coli,Positive
1666,dbAMP_19299,Bacillus subtilis,Positive
1667,dbAMP_34103,Escherichia coli,Positive
1668,dbAMP_10167,Escherichia coli,Positive
1669,19827.0,Enterococcus faecium,Positive
1670,dbAMP_03752,Staphylococcus aureus,Positive
1671,dbAMP_18789,Staphylococcus epidermidis,Positive
1672,dbAMP_19389,Micrococcus luteus,Positive
1673,dbAMP_16228,Salmonella enterica,Positive
1674,dbAMP_17477,Escherichia coli,Positive
1675,dbAMP_19309,Enterococcus faecalis,Positive
1676,dbAMP_20287,Pseudomonas aeruginosa,Positive
1677,DRAMP02861,Staphylococcus aureus,Positive
1678,dbAMP_33682,Staphylococcus epidermidis,Positive
1679,dbAMP_19562,Staphylococcus aureus,Positive
1680,dbAMP_01843,Pseudomonas aeruginosa,Positive
1681,dbAMP_02994,Salmonella enterica,Positive
1682,dbAMP_27576,Escherichia coli,Positive
1683,dbAMP_19302,Staphylococcus aureus,Positive
1684,dbAMP_22969,Staphylococcus epidermidis,Positive
1685,19672.0,Pseudomonas aeruginosa,Positive
1686,dbAMP_23112,Pseudomonas aeruginosa,Positive
1687,19198.0,Pseudomonas aeruginosa,Positive
1688,dbAMP_04524,Micrococcus luteus,Positive
1689,dbAMP_34161,Escherichia coli,Positive
1690,dbAMP_14703,Bacillus subtilis,Positive
1691,dbAMP_03247,Bacillus subtilis,Positive
1692,dbAMP_19783,Candida albicans,Positive
1693,dbAMP_16054,Escherichia coli,Positive
1694,dbAMP_22137,Candida albicans,Positive
1695,dbAMP_02937,Bacillus megaterium,Positive
1696,dbAMP_33697,Staphylococcus aureus,Positive
1697,dbAMP_21033,Pseudomonas aeruginosa,Positive
1698,dbAMP_18393,Pseudomonas aeruginosa,Positive
1699,dbAMP_34333,Escherichia coli,Positive
1700,dbAMP_10433,Candida albicans,Positive
1701,dbAMP_25337,Staphylococcus aureus,Positive
1702,dbAMP_21112,Klebsiella pneumoniae,Positive
1703,dbAMP_01722,Staphylococcus aureus,Positive
1704,dbAMP_16781,Bacillus cereus,Positive
1705,dbAMP_18542,Escherichia coli,Positive
1706,dbAMP_18522,Acinetobacter baumannii,Positive
1707,18893.0,Staphylococcus aureus,Positive
1708,dbAMP_22620,Escherichia coli,Positive
1709,dbAMP_24002,Staphylococcus aureus,Positive
1710,dbAMP_17753,Escherichia coli,Positive
1711,dbAMP_23519,Staphylococcus aureus,Positive
1712,dbAMP_23539,Escherichia coli,Positive
