,ID,Pathogens,Link
6191,dbAMP_16253,Candida albicans,Positive
6192,dbAMP_33926,Staphylococcus aureus,Positive
6193,dbAMP_09684,Staphylococcus aureus,Positive
6194,dbAMP_02834,Escherichia coli,Positive
6195,dbAMP_12105,Bacillus subtilis,Positive
6196,dbAMP_27453,Pseudomonas aeruginosa,Positive
6197,20278.0,Klebsiella pneumoniae,Positive
6198,dbAMP_01777,Cryptococcus neoformans,Positive
6199,dbAMP_14815,Staphylococcus aureus,Positive
6200,dbAMP_32953,Bacillus subtilis,Positive
6201,dbAMP_20547,Cryptococcus neoformans,Positive
6202,dbAMP_16305,Staphylococcus epidermidis,Positive
6203,DRAMP20787,Staphylococcus aureus,Positive
6204,dbAMP_02031,Candida albicans,Positive
6205,19487.0,Klebsiella pneumoniae,Positive
6206,21879.0,Acinetobacter baumannii,Positive
6207,dbAMP_22948,Bacillus subtilis,Positive
6208,dbAMP_22683,Enterococcus faecium,Positive
6209,19243.0,Staphylococcus aureus,Positive
6210,dbAMP_18240,Escherichia coli,Positive
6211,20575.0,Staphylococcus aureus,Positive
6212,21971.0,Escherichia coli,Positive
6213,dbAMP_03634,Staphylococcus aureus,Positive
6214,20042.0,Staphylococcus epidermidis,Positive
6215,dbAMP_00348,Staphylococcus aureus,Positive
6216,dbAMP_02178,Staphylococcus epidermidis,Positive
6217,DRAMP03922,Pseudomonas aeruginosa,Positive
6218,DRAMP03642,Escherichia coli,Positive
6219,DRAMP02057,Staphylococcus aureus,Positive
6220,21533.0,Enterococcus faecium,Positive
6221,dbAMP_14888,Escherichia coli,Positive
6222,DRAMP21083,Staphylococcus aureus,Positive
6223,dbAMP_03680,Staphylococcus aureus,Positive
6224,dbAMP_06086,Klebsiella pneumoniae,Positive
6225,dbAMP_18126,Enterococcus faecium,Positive
6226,dbAMP_21771,Pseudomonas aeruginosa,Positive
6227,dbAMP_20385,Pseudomonas aeruginosa,Positive
6228,dbAMP_28832,Bacillus subtilis,Positive
6229,20837.0,Escherichia coli,Positive
6230,dbAMP_10284,Candida albicans,Positive
6231,dbAMP_14656,Staphylococcus aureus,Positive
6232,19900.0,Escherichia coli,Positive
6233,dbAMP_22812,Staphylococcus aureus,Positive
6234,dbAMP_05808,Staphylococcus aureus,Positive
6235,21655.0,Staphylococcus aureus,Positive
6236,17408.0,Staphylococcus aureus,Positive
6237,17529.0,Escherichia coli,Positive
6238,dbAMP_33242,Staphylococcus aureus,Positive
6239,dbAMP_17360,Micrococcus luteus,Positive
6240,19615.0,Pseudomonas aeruginosa,Positive
6241,dbAMP_20433,Staphylococcus aureus,Positive
6242,dbAMP_16307,Enterococcus faecium,Positive
6243,dbAMP_20771,Candida albicans,Positive
6244,dbAMP_27232,Staphylococcus epidermidis,Positive
6245,dbAMP_16453,Staphylococcus aureus,Positive
6246,22282.0,Staphylococcus aureus,Positive
6247,dbAMP_03548,Pseudomonas aeruginosa,Positive
6248,dbAMP_03124,Escherichia coli,Positive
6249,dbAMP_22622,Pseudomonas aeruginosa,Positive
6250,dbAMP_04744,Staphylococcus epidermidis,Positive
6251,20826.0,Staphylococcus epidermidis,Positive
6252,dbAMP_16477,Staphylococcus aureus,Positive
6253,dbAMP_02667,Escherichia coli,Positive
6254,dbAMP_14730,Escherichia coli,Positive
6255,dbAMP_20762,Staphylococcus epidermidis,Positive
6256,dbAMP_19158,Staphylococcus epidermidis,Positive
6257,19527.0,Salmonella enterica,Positive
6258,dbAMP_18872,Escherichia coli,Positive
6259,dbAMP_18187,Staphylococcus epidermidis,Positive
6260,dbAMP_27228,Escherichia coli,Positive
6261,dbAMP_18947,Escherichia coli,Positive
6262,dbAMP_31177,Enterobacter cloacae,Positive
6263,dbAMP_25299,Pseudomonas aeruginosa,Positive
6264,dbAMP_18804,Escherichia coli,Positive
6265,dbAMP_01714,Enterococcus faecalis,Positive
6266,dbAMP_20515,Staphylococcus aureus,Positive
6267,dbAMP_20767,Staphylococcus aureus,Positive
6268,dbAMP_16500,Candida albicans,Positive
6269,dbAMP_22940,Candida albicans,Positive
6270,dbAMP_17470,Escherichia coli,Positive
6271,22021.0,Listeria monocytogenes,Positive
6272,dbAMP_02998,Klebsiella pneumoniae,Positive
6273,dbAMP_23282,Escherichia coli,Positive
6274,dbAMP_15944,Staphylococcus aureus,Positive
6275,dbAMP_23466,Bacillus subtilis,Positive
6276,dbAMP_15889,Escherichia coli,Positive
6277,dbAMP_17991,Escherichia coli,Positive
6278,17510.0,Staphylococcus aureus,Positive
6279,dbAMP_10167,Salmonella enterica,Positive
6280,dbAMP_18896,Enterococcus faecalis,Positive
6281,dbAMP_17990,Klebsiella pneumoniae,Positive
6282,dbAMP_19699,Pseudomonas aeruginosa,Positive
6283,dbAMP_18586,Bacillus subtilis,Positive
6284,dbAMP_24955,Pseudomonas aeruginosa,Positive
6285,dbAMP_02042,Candida parapsilosis,Positive
6286,dbAMP_23233,Staphylococcus aureus,Positive
6287,19494.0,Pseudomonas aeruginosa,Positive
6288,dbAMP_09888,Cryptococcus neoformans,Positive
6289,dbAMP_17797,Staphylococcus aureus,Positive
6290,dbAMP_18106,Salmonella enterica,Positive
6291,dbAMP_02312,Escherichia coli,Positive
6292,17570.0,Escherichia coli,Positive
6293,dbAMP_02333,Staphylococcus aureus,Positive
6294,20337.0,Enterococcus faecalis,Positive
6295,DRAMP01775,Pseudomonas aeruginosa,Positive
6296,dbAMP_23916,Salmonella enterica,Positive
6297,20062.0,Micrococcus luteus,Positive
6298,dbAMP_04580,Escherichia coli,Positive
6299,dbAMP_04236,Bacillus cereus,Positive
6300,dbAMP_23720,Staphylococcus aureus,Positive
6301,dbAMP_17197,Pseudomonas aeruginosa,Positive
6302,dbAMP_16712,Escherichia coli,Positive
6303,dbAMP_16501,Klebsiella pneumoniae,Positive
6304,20930.0,Staphylococcus aureus,Positive
6305,dbAMP_16745,Staphylococcus epidermidis,Positive
6306,19890.0,Escherichia coli,Positive
6307,dbAMP_03561,Bacillus cereus,Positive
6308,18656.0,Staphylococcus aureus,Positive
6309,dbAMP_19781,Candida albicans,Positive
6310,19941.0,Escherichia coli,Positive
6311,20077.0,Staphylococcus epidermidis,Positive
6312,dbAMP_23695,Listeria monocytogenes,Positive
6313,dbAMP_22637,Bacillus megaterium,Positive
6314,dbAMP_32062,Bacillus subtilis,Positive
6315,dbAMP_23071,Bacillus megaterium,Positive
6316,dbAMP_25875,Escherichia coli,Positive
6317,dbAMP_17997,Pseudomonas aeruginosa,Positive
6318,dbAMP_21901,Staphylococcus epidermidis,Positive
6319,dbAMP_18936,Bacillus subtilis,Positive
6320,22160.0,Acinetobacter baumannii,Positive
6321,dbAMP_20865,Escherichia coli,Positive
6322,481.0,Bacillus subtilis,Positive
6323,dbAMP_04607,Bacillus subtilis,Positive
6324,dbAMP_03408,Bacillus subtilis,Positive
6325,dbAMP_21615,Micrococcus luteus,Positive
6326,dbAMP_24826,Candida albicans,Positive
6327,17236.0,Pseudomonas aeruginosa,Positive
6328,dbAMP_18918,Bacillus subtilis,Positive
6329,dbAMP_03079,Staphylococcus aureus,Positive
6330,dbAMP_17506,Salmonella enterica,Positive
6331,18789.0,Enterococcus faecalis,Positive
6332,dbAMP_16307,Escherichia coli,Positive
6333,dbAMP_17349,Staphylococcus aureus,Positive
6334,dbAMP_04719,Staphylococcus aureus,Positive
6335,dbAMP_15802,Escherichia coli,Positive
6336,dbAMP_21037,Escherichia coli,Positive
6337,dbAMP_01793,Pseudomonas aeruginosa,Positive
6338,dbAMP_25359,Pseudomonas aeruginosa,Positive
6339,19929.0,Staphylococcus aureus,Positive
6340,dbAMP_14895,Micrococcus luteus,Positive
6341,dbAMP_02735,Pseudomonas aeruginosa,Positive
6342,dbAMP_21203,Escherichia coli,Positive
6343,dbAMP_19368,Staphylococcus aureus,Positive
6344,dbAMP_25443,Bacillus cereus,Positive
6345,19573.0,Escherichia coli,Positive
6346,dbAMP_11781,Klebsiella pneumoniae,Positive
6347,dbAMP_16372,Candida albicans,Positive
6348,dbAMP_34235,Escherichia coli,Positive
6349,dbAMP_01594,Escherichia coli,Positive
6350,dbAMP_11067,Pseudomonas aeruginosa,Positive
6351,dbAMP_22594,Staphylococcus epidermidis,Positive
6352,20349.0,Staphylococcus epidermidis,Positive
6353,dbAMP_32936,Bacillus subtilis,Positive
6354,dbAMP_17458,Cryptococcus neoformans,Positive
6355,dbAMP_16023,Cryptococcus neoformans,Positive
6356,19124.0,Staphylococcus epidermidis,Positive
6357,DRAMP20877,Staphylococcus aureus,Positive
6358,22101.0,Bacillus subtilis,Positive
6359,dbAMP_15973,Staphylococcus aureus,Positive
6360,dbAMP_18151,Acinetobacter baumannii,Positive
6361,dbAMP_24335,Escherichia coli,Positive
6362,DRAMP01650,Pseudomonas aeruginosa,Positive
6363,21736.0,Klebsiella pneumoniae,Positive
6364,18040.0,Staphylococcus epidermidis,Positive
6365,1004.0,Enterobacter cloacae,Positive
6366,dbAMP_22175,Staphylococcus aureus,Positive
6367,dbAMP_28434,Staphylococcus aureus,Positive
6368,20540.0,Acinetobacter baumannii,Positive
6369,18173.0,Escherichia coli,Positive
6370,20839.0,Pseudomonas aeruginosa,Positive
6371,dbAMP_16253,Bacillus megaterium,Positive
6372,dbAMP_25280,Staphylococcus epidermidis,Positive
6373,dbAMP_19303,Salmonella enterica,Positive
6374,dbAMP_00048,Staphylococcus aureus,Positive
6375,dbAMP_02173,Escherichia coli,Positive
6376,dbAMP_16234,Staphylococcus epidermidis,Positive
6377,dbAMP_27063,Escherichia coli,Positive
6378,dbAMP_19201,Candida albicans,Positive
6379,dbAMP_11646,Candida albicans,Positive
6380,dbAMP_21082,Pseudomonas aeruginosa,Positive
6381,dbAMP_16377,Staphylococcus aureus,Positive
6382,dbAMP_18965,Escherichia coli,Positive
6383,dbAMP_18679,Escherichia coli,Positive
6384,DRAMP21084,Staphylococcus aureus,Positive
6385,dbAMP_33033,Pseudomonas aeruginosa,Positive
6386,dbAMP_01928,Staphylococcus aureus,Positive
6387,dbAMP_16861,Escherichia coli,Positive
6388,dbAMP_23146,Escherichia coli,Positive
6389,dbAMP_19969,Enterococcus faecalis,Positive
6390,dbAMP_31969,Escherichia coli,Positive
6391,dbAMP_22719,Candida albicans,Positive
6392,3365.0,Micrococcus luteus,Positive
6393,dbAMP_16522,Escherichia coli,Positive
6394,dbAMP_17455,Escherichia coli,Positive
6395,dbAMP_27408,Enterobacter cloacae,Positive
6396,18294.0,Escherichia coli,Positive
6397,dbAMP_16703,Enterococcus faecalis,Positive
6398,dbAMP_24044,Enterococcus faecium,Positive
6399,dbAMP_04973,Escherichia coli,Positive
6400,dbAMP_33926,Pseudomonas aeruginosa,Positive
6401,dbAMP_03204,Salmonella enterica,Positive
6402,3114.0,Staphylococcus epidermidis,Positive
6403,dbAMP_01186,Candida albicans,Positive
6404,DRAMP03519,Escherichia coli,Positive
6405,dbAMP_22935,Escherichia coli,Positive
6406,dbAMP_16279,Staphylococcus aureus,Positive
6407,dbAMP_05517,Pseudomonas aeruginosa,Positive
6408,dbAMP_12052,Salmonella enterica,Positive
6409,dbAMP_20324,Acinetobacter baumannii,Positive
6410,dbAMP_31182,Acinetobacter baumannii,Positive
6411,dbAMP_18154,Klebsiella pneumoniae,Positive
6412,6199.0,Staphylococcus epidermidis,Positive
6413,dbAMP_14889,Staphylococcus epidermidis,Positive
6414,dbAMP_27586,Pseudomonas aeruginosa,Positive
6415,dbAMP_28208,Staphylococcus aureus,Positive
6416,dbAMP_24287,Micrococcus luteus,Positive
6417,19200.0,Acinetobacter baumannii,Positive
6418,dbAMP_24408,Escherichia coli,Positive
6419,dbAMP_04744,Staphylococcus aureus,Positive
6420,17800.0,Bacillus subtilis,Positive
6421,dbAMP_34245,Staphylococcus aureus,Positive
6422,dbAMP_16310,Staphylococcus epidermidis,Positive
6423,dbAMP_04599,Salmonella enterica,Positive
6424,dbAMP_10852,Candida albicans,Positive
6425,dbAMP_05919,Pseudomonas aeruginosa,Positive
6426,9584.0,Candida albicans,Positive
6427,dbAMP_10426,Micrococcus luteus,Positive
6428,dbAMP_01961,Micrococcus luteus,Positive
6429,dbAMP_04825,Pseudomonas aeruginosa,Positive
6430,dbAMP_24032,Acinetobacter baumannii,Positive
6431,dbAMP_06086,Escherichia coli,Positive
6432,dbAMP_21791,Escherichia coli,Positive
6433,dbAMP_25297,Staphylococcus aureus,Positive
6434,dbAMP_22829,Bacillus subtilis,Positive
6435,DRAMP03003,Micrococcus luteus,Positive
6436,dbAMP_12832,Staphylococcus aureus,Positive
6437,dbAMP_02146,Staphylococcus aureus,Positive
6438,dbAMP_02827,Staphylococcus aureus,Positive
6439,dbAMP_17655,Pseudomonas aeruginosa,Positive
6440,dbAMP_24563,Acinetobacter baumannii,Positive
6441,dbAMP_10636,Bacillus subtilis,Positive
6442,dbAMP_33137,Staphylococcus aureus,Positive
6443,dbAMP_18241,Bacillus subtilis,Positive
6444,dbAMP_23235,Escherichia coli,Positive
6445,dbAMP_21697,Escherichia coli,Positive
6446,18746.0,Staphylococcus aureus,Positive
6447,dbAMP_20763,Escherichia coli,Positive
6448,dbAMP_24310,Pseudomonas aeruginosa,Positive
6449,dbAMP_16051,Candida albicans,Positive
6450,dbAMP_09742,Pseudomonas aeruginosa,Positive
6451,dbAMP_15768,Escherichia coli,Positive
6452,dbAMP_03601,Candida albicans,Positive
6453,dbAMP_02062,Enterococcus faecalis,Positive
6454,1164.0,Candida albicans,Positive
6455,dbAMP_16903,Acinetobacter baumannii,Positive
6456,dbAMP_24044,Enterococcus faecalis,Positive
6457,dbAMP_17067,Pseudomonas aeruginosa,Positive
6458,dbAMP_16151,Salmonella enterica,Positive
6459,20842.0,Staphylococcus aureus,Positive
6460,dbAMP_22012,Escherichia coli,Positive
6461,dbAMP_05833,Staphylococcus aureus,Positive
6462,dbAMP_05488,Acinetobacter baumannii,Positive
6463,dbAMP_01870,Staphylococcus aureus,Positive
6464,21163.0,Bacillus subtilis,Positive
6465,dbAMP_19528,Escherichia coli,Positive
6466,dbAMP_01091,Staphylococcus aureus,Positive
6467,dbAMP_27351,Staphylococcus aureus,Positive
6468,dbAMP_16162,Acinetobacter baumannii,Positive
6469,dbAMP_03554,Staphylococcus aureus,Positive
6470,dbAMP_24378,Candida albicans,Positive
6471,dbAMP_20545,Candida albicans,Positive
6472,dbAMP_17808,Acinetobacter baumannii,Positive
6473,dbAMP_19660,Acinetobacter baumannii,Positive
6474,4966.0,Candida albicans,Positive
6475,16988.0,Staphylococcus aureus,Positive
6476,18173.0,Klebsiella pneumoniae,Positive
6477,dbAMP_27661,Escherichia coli,Positive
6478,dbAMP_12011,Pseudomonas aeruginosa,Positive
6479,dbAMP_25302,Staphylococcus aureus,Positive
6480,20251.0,Pseudomonas aeruginosa,Positive
6481,dbAMP_20285,Escherichia coli,Positive
6482,18987.0,Bacillus subtilis,Positive
6483,dbAMP_27635,Escherichia coli,Positive
6484,dbAMP_15997,Escherichia coli,Positive
6485,dbAMP_23992,Enterococcus faecium,Positive
6486,dbAMP_19285,Salmonella enterica,Positive
6487,DRAMP02965,Staphylococcus aureus,Positive
6488,dbAMP_24031,Staphylococcus aureus,Positive
6489,dbAMP_03646,Bacillus megaterium,Positive
6490,20958.0,Escherichia coli,Positive
6491,dbAMP_18540,Escherichia coli,Positive
6492,dbAMP_11750,Escherichia coli,Positive
6493,19859.0,Klebsiella pneumoniae,Positive
6494,DRAMP03166,Staphylococcus aureus,Positive
6495,dbAMP_24671,Klebsiella pneumoniae,Positive
6496,dbAMP_33312,Staphylococcus aureus,Positive
6497,dbAMP_31809,Staphylococcus aureus,Positive
6498,dbAMP_22690,Escherichia coli,Positive
6499,dbAMP_20704,Candida albicans,Positive
6500,21188.0,Salmonella enterica,Positive
6501,19501.0,Klebsiella pneumoniae,Positive
6502,DRAMP00204,Staphylococcus aureus,Positive
6503,dbAMP_24002,Pseudomonas aeruginosa,Positive
6504,17513.0,Staphylococcus aureus,Positive
6505,dbAMP_22614,Candida albicans,Positive
6506,dbAMP_22033,Bacillus subtilis,Positive
6507,dbAMP_16560,Escherichia coli,Positive
6508,dbAMP_19298,Bacillus subtilis,Positive
6509,dbAMP_27351,Candida albicans,Positive
6510,dbAMP_22622,Staphylococcus epidermidis,Positive
6511,dbAMP_22926,Staphylococcus aureus,Positive
6512,dbAMP_10706,Pseudomonas aeruginosa,Positive
6513,dbAMP_04343,Escherichia coli,Positive
6514,dbAMP_27286,Salmonella enterica,Positive
6515,21179.0,Escherichia coli,Positive
6516,dbAMP_00449,Escherichia coli,Positive
6517,dbAMP_03458,Escherichia coli,Positive
6518,dbAMP_03695,Pseudomonas aeruginosa,Positive
6519,dbAMP_34240,Escherichia coli,Positive
6520,dbAMP_16152,Escherichia coli,Positive
6521,dbAMP_16183,Staphylococcus aureus,Positive
6522,dbAMP_05360,Escherichia coli,Positive
6523,dbAMP_33075,Pseudomonas aeruginosa,Positive
6524,dbAMP_22010,Staphylococcus aureus,Positive
6525,dbAMP_16748,Escherichia coli,Positive
6526,dbAMP_11730,Enterococcus faecalis,Positive
6527,dbAMP_33689,Acinetobacter baumannii,Positive
6528,dbAMP_16005,Escherichia coli,Positive
6529,18624.0,Klebsiella pneumoniae,Positive
6530,dbAMP_24816,Bacillus subtilis,Positive
6531,dbAMP_19305,Bacillus cereus,Positive
6532,dbAMP_23936,Staphylococcus aureus,Positive
6533,4134.0,Escherichia coli,Positive
6534,dbAMP_17506,Listeria monocytogenes,Positive
6535,dbAMP_19422,Escherichia coli,Positive
6536,dbAMP_24307,Acinetobacter baumannii,Positive
6537,dbAMP_18183,Bacillus subtilis,Positive
6538,dbAMP_03156,Pseudomonas aeruginosa,Positive
6539,21536.0,Escherichia coli,Positive
6540,dbAMP_24623,Escherichia coli,Positive
6541,DRAMP02835,Micrococcus luteus,Positive
6542,dbAMP_23758,Pseudomonas aeruginosa,Positive
6543,dbAMP_16247,Candida albicans,Positive
6544,dbAMP_14717,Pseudomonas aeruginosa,Positive
6545,dbAMP_16140,Bacillus subtilis,Positive
6546,dbAMP_05489,Pseudomonas aeruginosa,Positive
6547,dbAMP_33696,Enterococcus faecalis,Positive
6548,dbAMP_18144,Pseudomonas aeruginosa,Positive
6549,dbAMP_17555,Escherichia coli,Positive
6550,19858.0,Escherichia coli,Positive
6551,22236.0,Escherichia coli,Positive
6552,dbAMP_03221,Acinetobacter baumannii,Positive
6553,dbAMP_18586,Bacillus cereus,Positive
6554,18815.0,Pseudomonas aeruginosa,Positive
6555,dbAMP_24944,Candida albicans,Positive
6556,dbAMP_15751,Bacillus cereus,Positive
6557,dbAMP_01904,Staphylococcus aureus,Positive
6558,dbAMP_32413,Staphylococcus epidermidis,Positive
6559,dbAMP_28434,Enterococcus faecalis,Positive
6560,dbAMP_04717,Escherichia coli,Positive
6561,dbAMP_19103,Klebsiella pneumoniae,Positive
6562,dbAMP_22072,Micrococcus luteus,Positive
6563,260.0,Bacillus subtilis,Positive
6564,dbAMP_23750,Escherichia coli,Positive
6565,dbAMP_02325,Candida albicans,Positive
6566,dbAMP_14785,Bacillus subtilis,Positive
6567,dbAMP_16883,Klebsiella pneumoniae,Positive
6568,17724.0,Escherichia coli,Positive
6569,dbAMP_21977,Enterobacter cloacae,Positive
6570,dbAMP_02078,Staphylococcus aureus,Positive
6571,dbAMP_18441,Listeria monocytogenes,Positive
6572,21756.0,Staphylococcus aureus,Positive
6573,dbAMP_23692,Escherichia coli,Positive
6574,19500.0,Enterococcus faecalis,Positive
6575,dbAMP_11289,Staphylococcus aureus,Positive
6576,2105.0,Klebsiella pneumoniae,Positive
6577,dbAMP_20339,Enterococcus faecalis,Positive
6578,dbAMP_02937,Escherichia coli,Positive
6579,dbAMP_01991,Staphylococcus aureus,Positive
6580,dbAMP_01671,Staphylococcus epidermidis,Positive
6581,dbAMP_27194,Enterococcus faecalis,Positive
6582,dbAMP_14872,Staphylococcus aureus,Positive
6583,dbAMP_16151,Pseudomonas aeruginosa,Positive
6584,dbAMP_34588,Escherichia coli,Positive
6585,dbAMP_27353,Staphylococcus epidermidis,Positive
6586,dbAMP_23978,Klebsiella pneumoniae,Positive
6587,DRAMP00766,Bacillus subtilis,Positive
6588,20348.0,Acinetobacter baumannii,Positive
6589,18646.0,Staphylococcus aureus,Positive
6590,dbAMP_23941,Salmonella enterica,Positive
6591,21922.0,Micrococcus luteus,Positive
6592,dbAMP_02062,Staphylococcus aureus,Positive
6593,18326.0,Bacillus subtilis,Positive
6594,dbAMP_24816,Salmonella enterica,Positive
6595,dbAMP_26064,Staphylococcus epidermidis,Positive
6596,18813.0,Staphylococcus epidermidis,Positive
6597,dbAMP_17470,Candida albicans,Positive
6598,dbAMP_22019,Staphylococcus aureus,Positive
6599,19866.0,Escherichia coli,Positive
6600,dbAMP_17505,Escherichia coli,Positive
6601,dbAMP_21148,Pseudomonas aeruginosa,Positive
6602,dbAMP_22693,Escherichia coli,Positive
6603,dbAMP_19253,Salmonella enterica,Positive
6604,dbAMP_16095,Candida albicans,Positive
6605,dbAMP_16000,Staphylococcus epidermidis,Positive
6606,dbAMP_19103,Bacillus subtilis,Positive
6607,dbAMP_17882,Acinetobacter baumannii,Positive
6608,DRAMP18480,Escherichia coli,Positive
6609,dbAMP_17751,Pseudomonas aeruginosa,Positive
6610,dbAMP_20533,Staphylococcus aureus,Positive
6611,dbAMP_17343,Staphylococcus aureus,Positive
6612,dbAMP_03385,Pseudomonas aeruginosa,Positive
6613,20584.0,Staphylococcus epidermidis,Positive
6614,dbAMP_27474,Escherichia coli,Positive
6615,dbAMP_18450,Escherichia coli,Positive
6616,dbAMP_16717,Escherichia coli,Positive
6617,dbAMP_16206,Escherichia coli,Positive
6618,dbAMP_22797,Staphylococcus epidermidis,Positive
6619,dbAMP_33102,Acinetobacter baumannii,Positive
6620,dbAMP_33104,Staphylococcus epidermidis,Positive
6621,22218.0,Klebsiella pneumoniae,Positive
6622,dbAMP_18070,Staphylococcus aureus,Positive
6623,dbAMP_15774,Bacillus cereus,Positive
6624,21532.0,Enterococcus faecium,Positive
6625,dbAMP_18587,Bacillus cereus,Positive
6626,19940.0,Pseudomonas aeruginosa,Positive
6627,dbAMP_15870,Staphylococcus epidermidis,Positive
6628,19988.0,Escherichia coli,Positive
6629,dbAMP_18867,Pseudomonas aeruginosa,Positive
6630,dbAMP_31990,Candida albicans,Positive
6631,dbAMP_22479,Pseudomonas aeruginosa,Positive
6632,dbAMP_27638,Pseudomonas aeruginosa,Positive
6633,20143.0,Escherichia coli,Positive
6634,22098.0,Bacillus subtilis,Positive
6635,1004.0,Staphylococcus aureus,Positive
6636,dbAMP_14846,Salmonella enterica,Positive
6637,dbAMP_17139,Klebsiella pneumoniae,Positive
6638,20339.0,Staphylococcus aureus,Positive
6639,dbAMP_03967,Pseudomonas aeruginosa,Positive
6640,dbAMP_28473,Pseudomonas aeruginosa,Positive
6641,dbAMP_22829,Staphylococcus epidermidis,Positive
6642,dbAMP_05527,Pseudomonas aeruginosa,Positive
6643,dbAMP_31641,Pseudomonas aeruginosa,Positive
6644,dbAMP_25353,Bacillus subtilis,Positive
6645,dbAMP_23507,Bacillus subtilis,Positive
6646,dbAMP_05488,Micrococcus luteus,Positive
6647,20831.0,Micrococcus luteus,Positive
6648,19551.0,Staphylococcus aureus,Positive
6649,dbAMP_23930,Staphylococcus aureus,Positive
6650,20540.0,Enterococcus faecalis,Positive
6651,dbAMP_27662,Pseudomonas aeruginosa,Positive
6652,dbAMP_32997,Escherichia coli,Positive
6653,dbAMP_15994,Staphylococcus aureus,Positive
6654,15048.0,Candida albicans,Positive
6655,dbAMP_27812,Escherichia coli,Positive
6656,dbAMP_18233,Pseudomonas aeruginosa,Positive
6657,20004.0,Bacillus cereus,Positive
6658,19773.0,Acinetobacter baumannii,Positive
6659,dbAMP_22772,Staphylococcus epidermidis,Positive
6660,dbAMP_02954,Acinetobacter baumannii,Positive
6661,dbAMP_05244,Salmonella enterica,Positive
6662,dbAMP_18877,Staphylococcus aureus,Positive
6663,21527.0,Enterococcus faecium,Positive
6664,dbAMP_31181,Staphylococcus aureus,Positive
6665,DRAMP01097,Candida albicans,Positive
6666,dbAMP_33782,Staphylococcus aureus,Positive
6667,dbAMP_23101,Pseudomonas aeruginosa,Positive
6668,dbAMP_02950,Enterococcus faecium,Positive
6669,dbAMP_31183,Bacillus subtilis,Positive
6670,19120.0,Escherichia coli,Positive
6671,dbAMP_17450,Klebsiella pneumoniae,Positive
6672,dbAMP_25304,Pseudomonas aeruginosa,Positive
6673,dbAMP_03668,Salmonella enterica,Positive
6674,852.0,Enterobacter cloacae,Positive
6675,17798.0,Bacillus subtilis,Positive
6676,dbAMP_20421,Staphylococcus epidermidis,Positive
6677,dbAMP_10978,Candida albicans,Positive
6678,dbAMP_21636,Salmonella enterica,Positive
6679,dbAMP_24520,Pseudomonas aeruginosa,Positive
6680,dbAMP_11527,Pseudomonas aeruginosa,Positive
6681,dbAMP_20827,Staphylococcus aureus,Positive
6682,DRAMP18660,Salmonella enterica,Positive
6683,dbAMP_10636,Staphylococcus aureus,Positive
6684,dbAMP_03385,Staphylococcus aureus,Positive
6685,dbAMP_27179,Pseudomonas aeruginosa,Positive
6686,dbAMP_00951,Staphylococcus aureus,Positive
6687,dbAMP_15960,Candida albicans,Positive
6688,dbAMP_19174,Acinetobacter baumannii,Positive
6689,dbAMP_17497,Pseudomonas aeruginosa,Positive
6690,dbAMP_20703,Escherichia coli,Positive
6691,7386.0,Cryptococcus neoformans,Positive
6692,dbAMP_21998,Bacillus subtilis,Positive
6693,17254.0,Escherichia coli,Positive
6694,dbAMP_33004,Escherichia coli,Positive
6695,dbAMP_22874,Candida albicans,Positive
6696,dbAMP_04973,Listeria monocytogenes,Positive
6697,22293.0,Staphylococcus aureus,Positive
6698,17405.0,Escherichia coli,Positive
6699,dbAMP_01733,Bacillus subtilis,Positive
6700,18756.0,Enterococcus faecalis,Positive
6701,DRAMP18495,Klebsiella pneumoniae,Positive
6702,dbAMP_27236,Escherichia coli,Positive
6703,dbAMP_18964,Staphylococcus aureus,Positive
6704,dbAMP_02617,Escherichia coli,Positive
6705,dbAMP_15831,Escherichia coli,Positive
6706,dbAMP_19799,Pseudomonas aeruginosa,Positive
6707,19673.0,Klebsiella pneumoniae,Positive
6708,dbAMP_19265,Pseudomonas aeruginosa,Positive
6709,18605.0,Micrococcus luteus,Positive
6710,dbAMP_22926,Bacillus megaterium,Positive
6711,dbAMP_06215,Bacillus subtilis,Positive
6712,17350.0,Klebsiella pneumoniae,Positive
6713,dbAMP_11830,Staphylococcus aureus,Positive
6714,dbAMP_00230,Bacillus subtilis,Positive
6715,19992.0,Staphylococcus aureus,Positive
6716,dbAMP_33290,Staphylococcus aureus,Positive
6717,dbAMP_17758,Candida parapsilosis,Positive
6718,dbAMP_16712,Micrococcus luteus,Positive
6719,dbAMP_04474,Escherichia coli,Positive
6720,dbAMP_16001,Staphylococcus epidermidis,Positive
6721,dbAMP_33116,Enterococcus faecium,Positive
6722,dbAMP_01804,Staphylococcus aureus,Positive
6723,dbAMP_16861,Staphylococcus aureus,Positive
6724,dbAMP_16770,Escherichia coli,Positive
6725,dbAMP_24927,Escherichia coli,Positive
6726,dbAMP_04339,Staphylococcus aureus,Positive
6727,dbAMP_02106,Candida albicans,Positive
6728,dbAMP_27621,Bacillus subtilis,Positive
6729,dbAMP_01582,Enterococcus faecium,Positive
6730,22105.0,Listeria monocytogenes,Positive
6731,dbAMP_16378,Pseudomonas aeruginosa,Positive
6732,dbAMP_18851,Pseudomonas aeruginosa,Positive
6733,dbAMP_05127,Pseudomonas aeruginosa,Positive
6734,dbAMP_21954,Staphylococcus aureus,Positive
