,PeptideID,TargetID,ID,Pathogens,Link
3307,5932,15,dbAMP_17875,Staphylococcus epidermidis,Positive
3308,5983,15,dbAMP_17964,Staphylococcus epidermidis,Positive
3309,5018,11,dbAMP_16283,Pseudomonas aeruginosa,Positive
3310,9496,13,dbAMP_24164,Salmonella enterica,Positive
3311,6658,8,dbAMP_18993,Klebsiella pneumoniae,Positive
3312,10228,11,dbAMP_27179,Pseudomonas aeruginosa,Positive
3313,858,8,19703.0,Klebsiella pneumoniae,Positive
3314,5372,13,dbAMP_16942,Salmonella enterica,Positive
3315,11264,3,dbAMP_33735,Bacillus subtilis,Positive
3316,10895,14,dbAMP_33024,Staphylococcus aureus,Positive
3317,10069,15,dbAMP_25250,Staphylococcus epidermidis,Positive
3318,3030,14,dbAMP_02992,Staphylococcus aureus,Positive
3319,5055,11,dbAMP_16323,Pseudomonas aeruginosa,Positive
3320,7273,3,dbAMP_20324,Bacillus subtilis,Positive
3321,4024,11,dbAMP_10668,Pseudomonas aeruginosa,Positive
3322,3111,8,dbAMP_03190,Klebsiella pneumoniae,Positive
3323,3206,14,dbAMP_03448,Staphylococcus aureus,Positive
3324,3175,14,dbAMP_03386,Staphylococcus aureus,Positive
3325,4288,14,dbAMP_14485,Staphylococcus aureus,Positive
3326,8919,8,dbAMP_23102,Klebsiella pneumoniae,Positive
3327,10959,14,dbAMP_33162,Staphylococcus aureus,Positive
3328,983,14,19962.0,Staphylococcus aureus,Positive
3329,7424,11,dbAMP_20518,Pseudomonas aeruginosa,Positive
3330,6027,7,dbAMP_18025,Escherichia coli,Positive
3331,6316,11,dbAMP_18560,Pseudomonas aeruginosa,Positive
3332,5635,11,dbAMP_17442,Pseudomonas aeruginosa,Positive
3333,3492,3,dbAMP_04404,Bacillus subtilis,Positive
3334,3620,15,dbAMP_04842,Staphylococcus epidermidis,Positive
3335,6468,11,dbAMP_18769,Pseudomonas aeruginosa,Positive
3336,136,7,17325.0,Escherichia coli,Positive
3337,2416,14,dbAMP_00917,Staphylococcus aureus,Positive
3338,2986,8,dbAMP_02851,Klebsiella pneumoniae,Positive
3339,5736,7,dbAMP_17557,Escherichia coli,Positive
3340,1033,10,20065.0,Micrococcus luteus,Positive
3341,54,8,14110.0,Klebsiella pneumoniae,Positive
3342,1086,11,20166.0,Pseudomonas aeruginosa,Positive
3343,7784,13,dbAMP_21129,Salmonella enterica,Positive
3344,11031,14,dbAMP_33234,Staphylococcus aureus,Positive
3345,8036,14,dbAMP_21543,Staphylococcus aureus,Positive
3346,9945,7,dbAMP_25016,Escherichia coli,Positive
3347,5052,7,dbAMP_16320,Escherichia coli,Positive
3348,5987,15,dbAMP_17968,Staphylococcus epidermidis,Positive
3349,4713,5,dbAMP_15953,Enterobacter cloacae,Positive
3350,6177,7,dbAMP_18253,Escherichia coli,Positive
3351,2868,0,dbAMP_02533,Acinetobacter baumannii,Positive
3352,6344,15,dbAMP_18588,Staphylococcus epidermidis,Positive
3353,6068,2,dbAMP_18085,Bacillus megaterium,Positive
3354,3494,11,dbAMP_04415,Pseudomonas aeruginosa,Positive
3355,3757,13,dbAMP_05530,Salmonella enterica,Positive
3356,7591,13,dbAMP_20869,Salmonella enterica,Positive
3357,4103,3,dbAMP_11047,Bacillus subtilis,Positive
3358,10405,11,dbAMP_27649,Pseudomonas aeruginosa,Positive
3359,2440,4,dbAMP_01094,Cryptococcus neoformans,Positive
3360,5864,7,dbAMP_17779,Escherichia coli,Positive
3361,990,11,19991.0,Pseudomonas aeruginosa,Positive
3362,5144,14,dbAMP_16477,Staphylococcus aureus,Positive
3363,6254,9,dbAMP_18460,Listeria monocytogenes,Positive
3364,5222,14,dbAMP_16662,Staphylococcus aureus,Positive
3365,3259,3,dbAMP_03573,Bacillus subtilis,Positive
3366,8265,7,dbAMP_21954,Escherichia coli,Positive
3367,2991,14,dbAMP_02861,Staphylococcus aureus,Positive
3368,818,0,19640.0,Acinetobacter baumannii,Positive
3369,3020,14,dbAMP_02967,Staphylococcus aureus,Positive
3370,1106,0,2020.0,Acinetobacter baumannii,Positive
3371,7715,3,dbAMP_21037,Bacillus subtilis,Positive
3372,10517,11,dbAMP_31180,Pseudomonas aeruginosa,Positive
3373,4867,11,dbAMP_16127,Pseudomonas aeruginosa,Positive
3374,2014,7,6749.0,Escherichia coli,Positive
3375,3963,11,dbAMP_10426,Pseudomonas aeruginosa,Positive
3376,1182,11,20348.0,Pseudomonas aeruginosa,Positive
3377,7078,8,dbAMP_19710,Klebsiella pneumoniae,Positive
3378,4980,14,dbAMP_16245,Staphylococcus aureus,Positive
3379,4821,7,dbAMP_16071,Escherichia coli,Positive
3380,7391,11,dbAMP_20471,Pseudomonas aeruginosa,Positive
3381,831,7,19673.0,Escherichia coli,Positive
3382,1638,0,21745.0,Acinetobacter baumannii,Positive
3383,106,7,17221.0,Escherichia coli,Positive
3384,5706,8,dbAMP_17520,Klebsiella pneumoniae,Positive
3385,1929,7,22373.0,Escherichia coli,Positive
3386,4393,7,dbAMP_14791,Escherichia coli,Positive
3387,6377,7,dbAMP_18623,Escherichia coli,Positive
3388,7816,0,dbAMP_21172,Acinetobacter baumannii,Positive
3389,2526,14,dbAMP_01718,Staphylococcus aureus,Positive
3390,10404,15,dbAMP_27648,Staphylococcus epidermidis,Positive
3391,3348,7,dbAMP_03821,Escherichia coli,Positive
3392,2278,7,dbAMP_00028,Escherichia coli,Positive
3393,10914,7,dbAMP_33100,Escherichia coli,Positive
3394,5433,6,dbAMP_17071,Enterococcus faecium,Positive
3395,8959,7,dbAMP_23164,Escherichia coli,Positive
3396,2197,3,DRAMP04171,Bacillus subtilis,Positive
3397,9251,14,dbAMP_23763,Staphylococcus aureus,Positive
3398,5647,0,dbAMP_17456,Acinetobacter baumannii,Positive
3399,3055,6,dbAMP_03056,Enterococcus faecium,Positive
3400,1581,7,21623.0,Escherichia coli,Positive
3401,861,7,19706.0,Escherichia coli,Positive
3402,1041,7,20077.0,Escherichia coli,Positive
3403,6877,13,dbAMP_19311,Salmonella enterica,Positive
3404,10340,7,dbAMP_27515,Escherichia coli,Positive
3405,7987,13,dbAMP_21455,Salmonella enterica,Positive
3406,3032,7,dbAMP_02994,Escherichia coli,Positive
3407,6016,14,dbAMP_18013,Staphylococcus aureus,Positive
3408,11241,3,dbAMP_33689,Bacillus subtilis,Positive
3409,6521,14,dbAMP_18831,Staphylococcus aureus,Positive
3410,305,3,17821.0,Bacillus subtilis,Positive
3411,5599,14,dbAMP_17402,Staphylococcus aureus,Positive
3412,9682,11,dbAMP_24489,Pseudomonas aeruginosa,Positive
3413,5042,13,dbAMP_16310,Salmonella enterica,Positive
3414,7276,7,dbAMP_20327,Escherichia coli,Positive
3415,6624,0,dbAMP_18953,Acinetobacter baumannii,Positive
3416,1578,7,21620.0,Escherichia coli,Positive
3417,2614,14,dbAMP_01942,Staphylococcus aureus,Positive
3418,6790,14,dbAMP_19167,Staphylococcus aureus,Positive
3419,4672,6,dbAMP_15895,Enterococcus faecium,Positive
3420,5492,1,dbAMP_17172,Bacillus cereus,Positive
3421,7782,11,dbAMP_21127,Pseudomonas aeruginosa,Positive
3422,7044,7,dbAMP_19604,Escherichia coli,Positive
3423,7852,14,dbAMP_21228,Staphylococcus aureus,Positive
3424,3817,7,dbAMP_05896,Escherichia coli,Positive
3425,9893,7,dbAMP_24916,Escherichia coli,Positive
3426,10177,11,dbAMP_25440,Pseudomonas aeruginosa,Positive
3427,7157,11,dbAMP_19809,Pseudomonas aeruginosa,Positive
3428,10720,9,dbAMP_32254,Listeria monocytogenes,Positive
3429,7873,14,dbAMP_21273,Staphylococcus aureus,Positive
3430,2235,7,DRAMP20787,Escherichia coli,Positive
3431,9207,14,dbAMP_23689,Staphylococcus aureus,Positive
3432,74,14,14868.0,Staphylococcus aureus,Positive
3433,872,7,19813.0,Escherichia coli,Positive
3434,7123,14,dbAMP_19773,Staphylococcus aureus,Positive
3435,4489,10,dbAMP_14889,Micrococcus luteus,Positive
3436,5737,7,dbAMP_17558,Escherichia coli,Positive
3437,7320,11,dbAMP_20380,Pseudomonas aeruginosa,Positive
3438,6981,7,dbAMP_19530,Escherichia coli,Positive
3439,2137,6,DRAMP02854,Enterococcus faecium,Positive
3440,7954,14,dbAMP_21401,Staphylococcus aureus,Positive
3441,85,7,15866.0,Escherichia coli,Positive
3442,2061,8,8681.0,Klebsiella pneumoniae,Positive
3443,103,5,17218.0,Enterobacter cloacae,Positive
3444,8751,10,dbAMP_22746,Micrococcus luteus,Positive
3445,4063,7,dbAMP_10864,Escherichia coli,Positive
3446,3693,11,dbAMP_05206,Pseudomonas aeruginosa,Positive
3447,9495,10,dbAMP_24162,Micrococcus luteus,Positive
3448,2618,14,dbAMP_01952,Staphylococcus aureus,Positive
3449,1357,9,20837.0,Listeria monocytogenes,Positive
3450,3472,3,dbAMP_04348,Bacillus subtilis,Positive
3451,1350,11,20819.0,Pseudomonas aeruginosa,Positive
3452,393,11,18071.0,Pseudomonas aeruginosa,Positive
3453,2059,8,852.0,Klebsiella pneumoniae,Positive
3454,3073,7,dbAMP_03081,Escherichia coli,Positive
3455,7099,8,dbAMP_19735,Klebsiella pneumoniae,Positive
3456,858,5,19703.0,Enterobacter cloacae,Positive
3457,373,7,18051.0,Escherichia coli,Positive
3458,7888,7,dbAMP_21289,Escherichia coli,Positive
3459,2030,15,7058.0,Staphylococcus epidermidis,Positive
3460,7250,14,dbAMP_20285,Staphylococcus aureus,Positive
3461,5012,2,dbAMP_16277,Bacillus megaterium,Positive
3462,2715,3,dbAMP_02104,Bacillus subtilis,Positive
3463,3946,11,dbAMP_10327,Pseudomonas aeruginosa,Positive
3464,5607,7,dbAMP_17410,Escherichia coli,Positive
3465,8104,10,dbAMP_21671,Micrococcus luteus,Positive
3466,5794,3,dbAMP_17654,Bacillus subtilis,Positive
3467,2356,2,dbAMP_00407,Bacillus megaterium,Positive
3468,5704,13,dbAMP_17518,Salmonella enterica,Positive
3469,9659,7,dbAMP_24401,Escherichia coli,Positive
3470,2331,14,dbAMP_00359,Staphylococcus aureus,Positive
3471,6486,13,dbAMP_18796,Salmonella enterica,Positive
3472,3491,7,dbAMP_04392,Escherichia coli,Positive
3473,5765,11,dbAMP_17610,Pseudomonas aeruginosa,Positive
3474,10121,0,dbAMP_25356,Acinetobacter baumannii,Positive
3475,8710,7,dbAMP_22702,Escherichia coli,Positive
3476,6161,14,dbAMP_18234,Staphylococcus aureus,Positive
3477,7053,0,dbAMP_19641,Acinetobacter baumannii,Positive
3478,8642,11,dbAMP_22621,Pseudomonas aeruginosa,Positive
3479,10569,7,dbAMP_31640,Escherichia coli,Positive
3480,10909,15,dbAMP_33095,Staphylococcus epidermidis,Positive
3481,431,3,18132.0,Bacillus subtilis,Positive
3482,10487,14,dbAMP_28831,Staphylococcus aureus,Positive
3483,3018,11,dbAMP_02958,Pseudomonas aeruginosa,Positive
3484,1670,7,21853.0,Escherichia coli,Positive
3485,1414,7,21033.0,Escherichia coli,Positive
3486,5903,14,dbAMP_17834,Staphylococcus aureus,Positive
3487,7959,14,dbAMP_21406,Staphylococcus aureus,Positive
3488,4609,7,dbAMP_15797,Escherichia coli,Positive
3489,9418,3,dbAMP_24011,Bacillus subtilis,Positive
3490,2327,15,dbAMP_00348,Staphylococcus epidermidis,Positive
3491,7796,11,dbAMP_21141,Pseudomonas aeruginosa,Positive
3492,6125,7,dbAMP_18176,Escherichia coli,Positive
3493,2329,7,dbAMP_00352,Escherichia coli,Positive
3494,4678,14,dbAMP_15914,Staphylococcus aureus,Positive
3495,4720,14,dbAMP_15960,Staphylococcus aureus,Positive
3496,6871,7,dbAMP_19305,Escherichia coli,Positive
3497,5251,8,dbAMP_16728,Klebsiella pneumoniae,Positive
3498,2416,15,dbAMP_00917,Staphylococcus epidermidis,Positive
3499,5423,15,dbAMP_17057,Staphylococcus epidermidis,Positive
3500,2871,11,dbAMP_02541,Pseudomonas aeruginosa,Positive
3501,1555,3,21534.0,Bacillus subtilis,Positive
3502,2376,14,dbAMP_00521,Staphylococcus aureus,Positive
3503,7096,13,dbAMP_19732,Salmonella enterica,Positive
3504,454,7,18205.0,Escherichia coli,Positive
3505,8283,8,dbAMP_21978,Klebsiella pneumoniae,Positive
3506,6110,0,dbAMP_18152,Acinetobacter baumannii,Positive
3507,4885,15,dbAMP_16146,Staphylococcus epidermidis,Positive
3508,9604,11,dbAMP_24310,Pseudomonas aeruginosa,Positive
3509,1089,8,20169.0,Klebsiella pneumoniae,Positive
3510,6557,7,dbAMP_18872,Escherichia coli,Positive
3511,3490,3,dbAMP_04390,Bacillus subtilis,Positive
3512,2066,15,8833.0,Staphylococcus epidermidis,Positive
3513,10971,14,dbAMP_33174,Staphylococcus aureus,Positive
3514,6937,7,dbAMP_19411,Escherichia coli,Positive
3515,7898,7,dbAMP_21299,Escherichia coli,Positive
3516,472,14,18298.0,Staphylococcus aureus,Positive
3517,2978,14,dbAMP_02840,Staphylococcus aureus,Positive
3518,7200,3,dbAMP_20098,Bacillus subtilis,Positive
3519,2958,8,dbAMP_02784,Klebsiella pneumoniae,Positive
3520,3107,13,dbAMP_03177,Salmonella enterica,Positive
3521,11480,14,dbAMP_34291,Staphylococcus aureus,Positive
3522,1357,7,20837.0,Escherichia coli,Positive
3523,10925,0,dbAMP_33111,Acinetobacter baumannii,Positive
3524,4109,7,dbAMP_11058,Escherichia coli,Positive
3525,10377,11,dbAMP_27605,Pseudomonas aeruginosa,Positive
3526,3515,11,dbAMP_04530,Pseudomonas aeruginosa,Positive
3527,6877,9,dbAMP_19311,Listeria monocytogenes,Positive
3528,6188,8,dbAMP_18281,Klebsiella pneumoniae,Positive
3529,4980,3,dbAMP_16245,Bacillus subtilis,Positive
3530,47,15,13747.0,Staphylococcus epidermidis,Positive
3531,10627,14,dbAMP_31806,Staphylococcus aureus,Positive
3532,48,7,13802.0,Escherichia coli,Positive
3533,2360,7,dbAMP_00429,Escherichia coli,Positive
3534,5113,7,dbAMP_16415,Escherichia coli,Positive
3535,4418,7,dbAMP_14818,Escherichia coli,Positive
3536,1636,7,21743.0,Escherichia coli,Positive
3537,4390,2,dbAMP_14788,Bacillus megaterium,Positive
3538,2525,4,dbAMP_01716,Cryptococcus neoformans,Positive
3539,10522,7,dbAMP_31185,Escherichia coli,Positive
3540,2782,14,dbAMP_02236,Staphylococcus aureus,Positive
3541,655,15,19120.0,Staphylococcus epidermidis,Positive
3542,4001,14,dbAMP_10577,Staphylococcus aureus,Positive
3543,1705,0,21888.0,Acinetobacter baumannii,Positive
3544,6795,8,dbAMP_19189,Klebsiella pneumoniae,Positive
3545,6276,7,dbAMP_18518,Escherichia coli,Positive
3546,3515,7,dbAMP_04530,Escherichia coli,Positive
3547,1417,9,21049.0,Listeria monocytogenes,Positive
3548,134,14,17308.0,Staphylococcus aureus,Positive
3549,8708,3,dbAMP_22700,Bacillus subtilis,Positive
3550,7532,9,dbAMP_20754,Listeria monocytogenes,Positive
3551,4709,7,dbAMP_15949,Escherichia coli,Positive
3552,8264,7,dbAMP_21953,Escherichia coli,Positive
3553,4309,7,dbAMP_14703,Escherichia coli,Positive
3554,7385,7,dbAMP_20464,Escherichia coli,Positive
3555,9337,15,dbAMP_23918,Staphylococcus epidermidis,Positive
3556,2954,14,dbAMP_02772,Staphylococcus aureus,Positive
3557,4765,8,dbAMP_16008,Klebsiella pneumoniae,Positive
3558,8925,8,dbAMP_23108,Klebsiella pneumoniae,Positive
3559,9985,7,dbAMP_25065,Escherichia coli,Positive
3560,11249,3,dbAMP_33697,Bacillus subtilis,Positive
3561,0,11,1004.0,Pseudomonas aeruginosa,Positive
3562,11583,3,dbAMP_34586,Bacillus subtilis,Positive
3563,3641,7,dbAMP_04960,Escherichia coli,Positive
3564,1559,3,21538.0,Bacillus subtilis,Positive
3565,5130,3,dbAMP_16432,Bacillus subtilis,Positive
3566,2998,11,dbAMP_02895,Pseudomonas aeruginosa,Positive
3567,1690,0,21873.0,Acinetobacter baumannii,Positive
3568,1762,14,21980.0,Staphylococcus aureus,Positive
3569,5279,15,dbAMP_16756,Staphylococcus epidermidis,Positive
3570,3072,11,dbAMP_03080,Pseudomonas aeruginosa,Positive
3571,649,11,19019.0,Pseudomonas aeruginosa,Positive
3572,1430,14,21076.0,Staphylococcus aureus,Positive
3573,4731,3,dbAMP_15971,Bacillus subtilis,Positive
3574,3362,2,dbAMP_03851,Bacillus megaterium,Positive
3575,1840,7,22228.0,Escherichia coli,Positive
3576,7493,11,dbAMP_20671,Pseudomonas aeruginosa,Positive
3577,186,4,17457.0,Cryptococcus neoformans,Positive
3578,370,11,18047.0,Pseudomonas aeruginosa,Positive
3579,2843,14,dbAMP_02424,Staphylococcus aureus,Positive
3580,462,14,18276.0,Staphylococcus aureus,Positive
3581,8864,11,dbAMP_22905,Pseudomonas aeruginosa,Positive
3582,4960,15,dbAMP_16225,Staphylococcus epidermidis,Positive
3583,4642,11,dbAMP_15857,Pseudomonas aeruginosa,Positive
3584,6277,13,dbAMP_18519,Salmonella enterica,Positive
3585,9337,7,dbAMP_23918,Escherichia coli,Positive
3586,4532,14,dbAMP_14932,Staphylococcus aureus,Positive
3587,3283,15,dbAMP_03640,Staphylococcus epidermidis,Positive
3588,4052,13,dbAMP_10842,Salmonella enterica,Positive
3589,1393,7,20961.0,Escherichia coli,Positive
3590,5179,8,dbAMP_16546,Klebsiella pneumoniae,Positive
3591,4269,10,dbAMP_12344,Micrococcus luteus,Positive
3592,1172,11,20338.0,Pseudomonas aeruginosa,Positive
3593,6767,7,dbAMP_19129,Escherichia coli,Positive
3594,7314,14,dbAMP_20374,Staphylococcus aureus,Positive
3595,8790,14,dbAMP_22808,Staphylococcus aureus,Positive
3596,3564,15,dbAMP_04701,Staphylococcus epidermidis,Positive
3597,6871,3,dbAMP_19305,Bacillus subtilis,Positive
3598,7785,13,dbAMP_21130,Salmonella enterica,Positive
3599,8412,1,dbAMP_22254,Bacillus cereus,Positive
3600,3757,9,dbAMP_05530,Listeria monocytogenes,Positive
3601,6614,11,dbAMP_18939,Pseudomonas aeruginosa,Positive
3602,6614,14,dbAMP_18939,Staphylococcus aureus,Positive
3603,3224,10,dbAMP_03482,Micrococcus luteus,Positive
3604,10095,11,dbAMP_25304,Pseudomonas aeruginosa,Positive
3605,4199,8,dbAMP_11731,Klebsiella pneumoniae,Positive
3606,1296,14,20582.0,Staphylococcus aureus,Positive
3607,6859,2,dbAMP_19293,Bacillus megaterium,Positive
3608,6822,2,dbAMP_19239,Bacillus megaterium,Positive
3609,8936,11,dbAMP_23128,Pseudomonas aeruginosa,Positive
3610,11469,14,dbAMP_34280,Staphylococcus aureus,Positive
3611,11350,7,dbAMP_34102,Escherichia coli,Positive
3612,855,7,19700.0,Escherichia coli,Positive
3613,3512,11,dbAMP_04517,Pseudomonas aeruginosa,Positive
3614,2221,14,DRAMP18588,Staphylococcus aureus,Positive
3615,5627,9,dbAMP_17431,Listeria monocytogenes,Positive
3616,3874,14,dbAMP_09658,Staphylococcus aureus,Positive
3617,5763,11,dbAMP_17601,Pseudomonas aeruginosa,Positive
3618,4820,7,dbAMP_16070,Escherichia coli,Positive
3619,2227,3,DRAMP18619,Bacillus subtilis,Positive
3620,9535,9,dbAMP_24208,Listeria monocytogenes,Positive
3621,8285,7,dbAMP_21980,Escherichia coli,Positive
3622,657,15,19124.0,Staphylococcus epidermidis,Positive
3623,3536,15,dbAMP_04607,Staphylococcus epidermidis,Positive
3624,10135,3,dbAMP_25380,Bacillus subtilis,Positive
3625,6467,0,dbAMP_18768,Acinetobacter baumannii,Positive
3626,3223,7,dbAMP_03481,Escherichia coli,Positive
3627,1636,8,21743.0,Klebsiella pneumoniae,Positive
3628,7296,11,dbAMP_20349,Pseudomonas aeruginosa,Positive
3629,8983,8,dbAMP_23200,Klebsiella pneumoniae,Positive
3630,4085,7,dbAMP_10980,Escherichia coli,Positive
3631,2253,10,DRAMP21084,Micrococcus luteus,Positive
3632,2007,4,6203.0,Cryptococcus neoformans,Positive
3633,3686,7,dbAMP_05188,Escherichia coli,Positive
3634,654,11,19119.0,Pseudomonas aeruginosa,Positive
3635,9910,7,dbAMP_24948,Escherichia coli,Positive
3636,5998,6,dbAMP_17982,Enterococcus faecium,Positive
3637,1987,11,5047.0,Pseudomonas aeruginosa,Positive
3638,8409,14,dbAMP_22251,Staphylococcus aureus,Positive
3639,4970,14,dbAMP_16235,Staphylococcus aureus,Positive
3640,3963,2,dbAMP_10426,Bacillus megaterium,Positive
3641,7568,13,dbAMP_20819,Salmonella enterica,Positive
3642,4450,12,dbAMP_14850,Saccharomyces cerevisiae,Positive
3643,2056,14,8354.0,Staphylococcus aureus,Positive
3644,3860,9,dbAMP_08405,Listeria monocytogenes,Positive
3645,6685,14,dbAMP_19027,Staphylococcus aureus,Positive
3646,11206,11,dbAMP_33598,Pseudomonas aeruginosa,Positive
3647,6019,14,dbAMP_18017,Staphylococcus aureus,Positive
3648,10645,10,dbAMP_31874,Micrococcus luteus,Positive
3649,669,14,19140.0,Staphylococcus aureus,Positive
3650,5175,7,dbAMP_16539,Escherichia coli,Positive
3651,976,13,19945.0,Salmonella enterica,Positive
3652,2998,3,dbAMP_02895,Bacillus subtilis,Positive
3653,4766,7,dbAMP_16009,Escherichia coli,Positive
3654,4397,11,dbAMP_14795,Pseudomonas aeruginosa,Positive
3655,6165,8,dbAMP_18239,Klebsiella pneumoniae,Positive
3656,4393,11,dbAMP_14791,Pseudomonas aeruginosa,Positive
3657,2553,7,dbAMP_01791,Escherichia coli,Positive
3658,9057,7,dbAMP_23293,Escherichia coli,Positive
3659,2529,10,dbAMP_01722,Micrococcus luteus,Positive
3660,10306,11,dbAMP_27412,Pseudomonas aeruginosa,Positive
3661,7727,0,dbAMP_21049,Acinetobacter baumannii,Positive
3662,7956,14,dbAMP_21403,Staphylococcus aureus,Positive
3663,5058,11,dbAMP_16326,Pseudomonas aeruginosa,Positive
3664,2129,9,DRAMP02331,Listeria monocytogenes,Positive
3665,5764,15,dbAMP_17607,Staphylococcus epidermidis,Positive
3666,1491,0,21277.0,Acinetobacter baumannii,Positive
3667,6843,7,dbAMP_19266,Escherichia coli,Positive
3668,4461,11,dbAMP_14861,Pseudomonas aeruginosa,Positive
3669,6699,7,dbAMP_19047,Escherichia coli,Positive
3670,2723,14,dbAMP_02119,Staphylococcus aureus,Positive
3671,8620,3,dbAMP_22590,Bacillus subtilis,Positive
3672,6452,14,dbAMP_18750,Staphylococcus aureus,Positive
3673,10206,11,dbAMP_27116,Pseudomonas aeruginosa,Positive
3674,5739,14,dbAMP_17560,Staphylococcus aureus,Positive
3675,5764,14,dbAMP_17607,Staphylococcus aureus,Positive
3676,1550,11,21529.0,Pseudomonas aeruginosa,Positive
3677,9358,15,dbAMP_23942,Staphylococcus epidermidis,Positive
3678,8963,7,dbAMP_23176,Escherichia coli,Positive
3679,10475,14,dbAMP_28798,Staphylococcus aureus,Positive
3680,6064,11,dbAMP_18076,Pseudomonas aeruginosa,Positive
3681,7546,11,dbAMP_20772,Pseudomonas aeruginosa,Positive
3682,5353,14,dbAMP_16913,Staphylococcus aureus,Positive
3683,2931,10,dbAMP_02682,Micrococcus luteus,Positive
3684,8234,7,dbAMP_21920,Escherichia coli,Positive
3685,7635,11,dbAMP_20957,Pseudomonas aeruginosa,Positive
3686,10292,11,dbAMP_27368,Pseudomonas aeruginosa,Positive
3687,2514,14,dbAMP_01699,Staphylococcus aureus,Positive
3688,9184,3,dbAMP_23625,Bacillus subtilis,Positive
3689,4585,14,dbAMP_15765,Staphylococcus aureus,Positive
3690,5658,4,dbAMP_17467,Cryptococcus neoformans,Positive
3691,5581,7,dbAMP_17383,Escherichia coli,Positive
3692,11244,0,dbAMP_33692,Acinetobacter baumannii,Positive
3693,6167,15,dbAMP_18241,Staphylococcus epidermidis,Positive
3694,6500,7,dbAMP_18810,Escherichia coli,Positive
3695,11247,3,dbAMP_33695,Bacillus subtilis,Positive
3696,4035,11,dbAMP_10744,Pseudomonas aeruginosa,Positive
3697,1039,14,20075.0,Staphylococcus aureus,Positive
3698,4767,14,dbAMP_16010,Staphylococcus aureus,Positive
3699,6772,11,dbAMP_19134,Pseudomonas aeruginosa,Positive
3700,9610,14,dbAMP_24329,Staphylococcus aureus,Positive
3701,5500,4,dbAMP_17190,Cryptococcus neoformans,Positive
3702,1132,14,20279.0,Staphylococcus aureus,Positive
3703,10169,10,dbAMP_25432,Micrococcus luteus,Positive
3704,6320,7,dbAMP_18564,Escherichia coli,Positive
3705,6400,4,dbAMP_18664,Cryptococcus neoformans,Positive
3706,4899,0,dbAMP_16160,Acinetobacter baumannii,Positive
3707,10577,11,dbAMP_31648,Pseudomonas aeruginosa,Positive
3708,498,3,18463.0,Bacillus subtilis,Positive
3709,8351,14,dbAMP_22075,Staphylococcus aureus,Positive
3710,3372,7,dbAMP_03869,Escherichia coli,Positive
3711,7109,3,dbAMP_19746,Bacillus subtilis,Positive
3712,7223,8,dbAMP_20139,Klebsiella pneumoniae,Positive
3713,4315,8,dbAMP_14711,Klebsiella pneumoniae,Positive
3714,6163,7,dbAMP_18237,Escherichia coli,Positive
3715,55,14,1419.0,Staphylococcus aureus,Positive
3716,10250,14,dbAMP_27233,Staphylococcus aureus,Positive
3717,9019,14,dbAMP_23244,Staphylococcus aureus,Positive
3718,10411,14,dbAMP_27659,Staphylococcus aureus,Positive
3719,808,11,19614.0,Pseudomonas aeruginosa,Positive
3720,1765,7,21983.0,Escherichia coli,Positive
3721,3651,11,dbAMP_04995,Pseudomonas aeruginosa,Positive
3722,3115,13,dbAMP_03204,Salmonella enterica,Positive
3723,7719,14,dbAMP_21041,Staphylococcus aureus,Positive
3724,6562,14,dbAMP_18877,Staphylococcus aureus,Positive
3725,10014,14,dbAMP_25121,Staphylococcus aureus,Positive
3726,7536,15,dbAMP_20761,Staphylococcus epidermidis,Positive
3727,7192,14,dbAMP_19865,Staphylococcus aureus,Positive
3728,1480,14,21214.0,Staphylococcus aureus,Positive
3729,8708,7,dbAMP_22700,Escherichia coli,Positive
3730,7148,7,dbAMP_19798,Escherichia coli,Positive
3731,1097,7,20177.0,Escherichia coli,Positive
3732,4435,7,dbAMP_14835,Escherichia coli,Positive
3733,10396,11,dbAMP_27635,Pseudomonas aeruginosa,Positive
3734,5920,14,dbAMP_17851,Staphylococcus aureus,Positive
3735,750,15,19486.0,Staphylococcus epidermidis,Positive
3736,7973,14,dbAMP_21432,Staphylococcus aureus,Positive
3737,5621,14,dbAMP_17424,Staphylococcus aureus,Positive
3738,6191,11,dbAMP_18285,Pseudomonas aeruginosa,Positive
3739,9822,11,dbAMP_24774,Pseudomonas aeruginosa,Positive
3740,5348,0,dbAMP_16908,Acinetobacter baumannii,Positive
3741,3566,15,dbAMP_04704,Staphylococcus epidermidis,Positive
3742,139,14,17328.0,Staphylococcus aureus,Positive
3743,4839,1,dbAMP_16089,Bacillus cereus,Positive
3744,6604,11,dbAMP_18928,Pseudomonas aeruginosa,Positive
3745,8576,7,dbAMP_22487,Escherichia coli,Positive
3746,8112,13,dbAMP_21697,Salmonella enterica,Positive
3747,4300,14,dbAMP_14693,Staphylococcus aureus,Positive
3748,3468,8,dbAMP_04331,Klebsiella pneumoniae,Positive
3749,11173,9,dbAMP_33378,Listeria monocytogenes,Positive
3750,9006,7,dbAMP_23229,Escherichia coli,Positive
3751,9834,7,dbAMP_24815,Escherichia coli,Positive
3752,3559,14,dbAMP_04688,Staphylococcus aureus,Positive
3753,5579,7,dbAMP_17377,Escherichia coli,Positive
3754,4804,7,dbAMP_16050,Escherichia coli,Positive
3755,5664,8,dbAMP_17473,Klebsiella pneumoniae,Positive
3756,8573,14,dbAMP_22484,Staphylococcus aureus,Positive
