,PeptideID,TargetID,ID,Pathogens,Link
891,2081,7,dbAMP_00619,Escherichia coli,Positive
892,1516,14,dbAMP_19019,Staphylococcus aureus,Positive
893,7315,4,dbAMP_05257,Cryptococcus neoformans,Positive
894,3698,0,dbAMP_31331,Acinetobacter baumannii,Positive
895,4541,7,dbAMP_11548,Escherichia coli,Positive
896,2784,0,dbAMP_15887,Acinetobacter baumannii,Positive
897,668,11,dbAMP_04356,Pseudomonas aeruginosa,Positive
898,4786,14,dbAMP_17472,Staphylococcus aureus,Positive
899,2399,7,21080.0,Escherichia coli,Positive
900,3921,10,dbAMP_04774,Micrococcus luteus,Positive
901,6464,11,dbAMP_24310,Pseudomonas aeruginosa,Positive
902,660,14,dbAMP_23895,Staphylococcus aureus,Positive
903,3682,15,dbAMP_32021,Staphylococcus epidermidis,Positive
904,3531,14,dbAMP_14739,Staphylococcus aureus,Positive
905,425,11,18640.0,Pseudomonas aeruginosa,Positive
906,5511,7,dbAMP_33834,Escherichia coli,Positive
907,5583,14,dbAMP_10368,Staphylococcus aureus,Positive
908,5513,7,dbAMP_17437,Escherichia coli,Positive
909,6639,0,21788.0,Acinetobacter baumannii,Positive
910,2911,3,dbAMP_17476,Bacillus subtilis,Positive
911,3788,11,20208.0,Pseudomonas aeruginosa,Positive
912,3219,14,dbAMP_32953,Staphylococcus aureus,Positive
913,4727,7,dbAMP_17479,Escherichia coli,Positive
914,744,10,8348.0,Micrococcus luteus,Positive
915,5363,11,dbAMP_20287,Pseudomonas aeruginosa,Positive
916,4842,14,dbAMP_02533,Staphylococcus aureus,Positive
917,5780,14,dbAMP_11278,Staphylococcus aureus,Positive
918,2766,3,21949.0,Bacillus subtilis,Positive
919,7727,15,dbAMP_34585,Staphylococcus epidermidis,Positive
920,5044,11,dbAMP_17443,Pseudomonas aeruginosa,Positive
921,2141,10,dbAMP_12343,Micrococcus luteus,Positive
922,3760,6,dbAMP_19640,Enterococcus faecium,Positive
923,7318,1,dbAMP_21388,Bacillus cereus,Positive
924,153,3,dbAMP_22462,Bacillus subtilis,Positive
925,666,13,dbAMP_14805,Salmonella enterica,Positive
926,895,2,dbAMP_14776,Bacillus megaterium,Positive
927,7760,8,dbAMP_18076,Klebsiella pneumoniae,Positive
928,2668,0,21829.0,Acinetobacter baumannii,Positive
929,633,11,dbAMP_16726,Pseudomonas aeruginosa,Positive
930,183,11,20628.0,Pseudomonas aeruginosa,Positive
931,1505,0,17250.0,Acinetobacter baumannii,Positive
932,7575,14,dbAMP_19116,Staphylococcus aureus,Positive
933,3061,3,dbAMP_23244,Bacillus subtilis,Positive
934,1972,7,19644.0,Escherichia coli,Positive
935,6739,7,dbAMP_19041,Escherichia coli,Positive
936,8066,7,dbAMP_17382,Escherichia coli,Positive
937,7209,6,dbAMP_05563,Enterococcus faecium,Positive
938,4095,7,dbAMP_16002,Escherichia coli,Positive
939,3371,7,dbAMP_16159,Escherichia coli,Positive
940,946,15,20349.0,Staphylococcus epidermidis,Positive
941,3715,13,1755.0,Salmonella enterica,Positive
942,7094,7,dbAMP_28849,Escherichia coli,Positive
943,1090,14,dbAMP_04236,Staphylococcus aureus,Positive
944,3750,14,dbAMP_10970,Staphylococcus aureus,Positive
945,2149,11,dbAMP_33698,Pseudomonas aeruginosa,Positive
946,3205,8,20885.0,Klebsiella pneumoniae,Positive
947,1445,11,15915.0,Pseudomonas aeruginosa,Positive
948,3108,8,21112.0,Klebsiella pneumoniae,Positive
949,234,7,dbAMP_17964,Escherichia coli,Positive
950,5575,10,dbAMP_22736,Micrococcus luteus,Positive
951,4948,3,dbAMP_17649,Bacillus subtilis,Positive
952,5605,14,dbAMP_03023,Staphylococcus aureus,Positive
953,4157,14,dbAMP_17891,Staphylococcus aureus,Positive
954,2345,14,dbAMP_18393,Staphylococcus aureus,Positive
955,3563,3,dbAMP_28832,Bacillus subtilis,Positive
956,7333,7,dbAMP_01844,Escherichia coli,Positive
957,3538,15,dbAMP_18407,Staphylococcus epidermidis,Positive
958,3014,11,dbAMP_25299,Pseudomonas aeruginosa,Positive
959,1737,14,dbAMP_23757,Staphylococcus aureus,Positive
960,402,7,7081.0,Escherichia coli,Positive
961,2291,10,dbAMP_10248,Micrococcus luteus,Positive
962,2353,3,dbAMP_23149,Bacillus subtilis,Positive
963,6654,14,19684.0,Staphylococcus aureus,Positive
964,4910,3,dbAMP_15802,Bacillus subtilis,Positive
965,7893,7,dbAMP_34110,Escherichia coli,Positive
966,7649,0,dbAMP_16007,Acinetobacter baumannii,Positive
967,1503,7,dbAMP_16504,Escherichia coli,Positive
968,30,14,19513.0,Staphylococcus aureus,Positive
969,3983,11,dbAMP_17555,Pseudomonas aeruginosa,Positive
970,5199,11,dbAMP_18182,Pseudomonas aeruginosa,Positive
971,6932,7,dbAMP_04352,Escherichia coli,Positive
972,2554,15,dbAMP_19268,Staphylococcus epidermidis,Positive
973,8021,14,dbAMP_18103,Staphylococcus aureus,Positive
974,2843,11,dbAMP_32419,Pseudomonas aeruginosa,Positive
975,4604,15,20631.0,Staphylococcus epidermidis,Positive
976,5611,15,19486.0,Staphylococcus epidermidis,Positive
977,1574,14,dbAMP_19736,Staphylococcus aureus,Positive
978,799,14,dbAMP_21307,Staphylococcus aureus,Positive
979,5986,14,dbAMP_20519,Staphylococcus aureus,Positive
980,6910,14,18657.0,Staphylococcus aureus,Positive
981,7889,14,6197.0,Staphylococcus aureus,Positive
982,6260,14,dbAMP_14845,Staphylococcus aureus,Positive
983,1683,7,dbAMP_03019,Escherichia coli,Positive
984,7606,11,dbAMP_22804,Pseudomonas aeruginosa,Positive
985,2170,11,dbAMP_20563,Pseudomonas aeruginosa,Positive
986,5265,7,dbAMP_10980,Escherichia coli,Positive
987,4206,2,20066.0,Bacillus megaterium,Positive
988,1500,11,dbAMP_11172,Pseudomonas aeruginosa,Positive
989,3301,6,21214.0,Enterococcus faecium,Positive
990,1000,14,dbAMP_28793,Staphylococcus aureus,Positive
991,1634,7,dbAMP_05896,Escherichia coli,Positive
992,2181,7,dbAMP_02158,Escherichia coli,Positive
993,5035,7,20584.0,Escherichia coli,Positive
994,1893,14,dbAMP_02040,Staphylococcus aureus,Positive
995,3611,4,dbAMP_17125,Cryptococcus neoformans,Positive
996,7339,14,21660.0,Staphylococcus aureus,Positive
997,1434,15,dbAMP_17716,Staphylococcus epidermidis,Positive
998,3216,7,dbAMP_10781,Escherichia coli,Positive
999,649,8,dbAMP_27241,Klebsiella pneumoniae,Positive
1000,6270,9,dbAMP_31689,Listeria monocytogenes,Positive
1001,1732,7,dbAMP_22719,Escherichia coli,Positive
1002,5152,13,dbAMP_20859,Salmonella enterica,Positive
1003,7888,3,dbAMP_27500,Bacillus subtilis,Positive
1004,7949,14,20143.0,Staphylococcus aureus,Positive
1005,2476,10,dbAMP_19122,Micrococcus luteus,Positive
1006,5093,13,dbAMP_20489,Salmonella enterica,Positive
1007,6655,4,DRAMP02933,Cryptococcus neoformans,Positive
1008,5454,14,17407.0,Staphylococcus aureus,Positive
1009,3659,7,dbAMP_22937,Escherichia coli,Positive
1010,1508,14,dbAMP_15763,Staphylococcus aureus,Positive
1011,7904,14,dbAMP_01242,Staphylococcus aureus,Positive
1012,4647,3,dbAMP_24266,Bacillus subtilis,Positive
1013,381,15,dbAMP_27652,Staphylococcus epidermidis,Positive
1014,1581,14,dbAMP_33167,Staphylococcus aureus,Positive
1015,5402,10,dbAMP_04704,Micrococcus luteus,Positive
1016,4465,0,dbAMP_33029,Acinetobacter baumannii,Positive
1017,5155,7,dbAMP_15784,Escherichia coli,Positive
1018,7833,11,dbAMP_20926,Pseudomonas aeruginosa,Positive
1019,5901,14,dbAMP_03453,Staphylococcus aureus,Positive
1020,2700,7,dbAMP_03855,Escherichia coli,Positive
1021,5540,7,dbAMP_03525,Escherichia coli,Positive
1022,3306,15,dbAMP_27230,Staphylococcus epidermidis,Positive
1023,7586,11,dbAMP_03075,Pseudomonas aeruginosa,Positive
1024,5257,14,19877.0,Staphylococcus aureus,Positive
1025,6030,7,dbAMP_32952,Escherichia coli,Positive
1026,1696,3,dbAMP_11770,Bacillus subtilis,Positive
1027,2086,13,dbAMP_23945,Salmonella enterica,Positive
1028,6743,10,DRAMP01588,Micrococcus luteus,Positive
1029,152,9,20251.0,Listeria monocytogenes,Positive
1030,5522,7,20936.0,Escherichia coli,Positive
1031,1368,3,dbAMP_23142,Bacillus subtilis,Positive
1032,326,0,20167.0,Acinetobacter baumannii,Positive
1033,6903,7,dbAMP_16715,Escherichia coli,Positive
1034,3892,14,20253.0,Staphylococcus aureus,Positive
1035,471,14,dbAMP_11288,Staphylococcus aureus,Positive
1036,3063,14,dbAMP_16068,Staphylococcus aureus,Positive
1037,1816,7,19615.0,Escherichia coli,Positive
1038,3376,7,dbAMP_23806,Escherichia coli,Positive
1039,7628,3,dbAMP_16760,Bacillus subtilis,Positive
1040,2970,0,1830.0,Acinetobacter baumannii,Positive
1041,4704,11,dbAMP_10810,Pseudomonas aeruginosa,Positive
1042,6978,7,dbAMP_17773,Escherichia coli,Positive
1043,5815,14,dbAMP_32226,Staphylococcus aureus,Positive
1044,7354,7,21697.0,Escherichia coli,Positive
1045,2864,11,dbAMP_03796,Pseudomonas aeruginosa,Positive
1046,4814,13,dbAMP_19151,Salmonella enterica,Positive
1047,1037,15,dbAMP_23227,Staphylococcus epidermidis,Positive
1048,107,7,DRAMP01491,Escherichia coli,Positive
1049,58,7,dbAMP_05159,Escherichia coli,Positive
1050,1036,14,dbAMP_23682,Staphylococcus aureus,Positive
1051,3265,7,dbAMP_03523,Escherichia coli,Positive
1052,5146,7,dbAMP_16171,Escherichia coli,Positive
1053,7177,11,17517.0,Pseudomonas aeruginosa,Positive
1054,8104,14,dbAMP_25343,Staphylococcus aureus,Positive
1055,7201,3,dbAMP_03236,Bacillus subtilis,Positive
1056,2951,7,dbAMP_24822,Escherichia coli,Positive
1057,5012,3,dbAMP_16713,Bacillus subtilis,Positive
1058,8110,15,DRAMP03532,Staphylococcus epidermidis,Positive
1059,3667,14,18636.0,Staphylococcus aureus,Positive
1060,131,6,19216.0,Enterococcus faecium,Positive
1061,3369,14,dbAMP_17988,Staphylococcus aureus,Positive
1062,5248,14,dbAMP_21896,Staphylococcus aureus,Positive
1063,7813,0,dbAMP_33590,Acinetobacter baumannii,Positive
1064,3151,1,dbAMP_03291,Bacillus cereus,Positive
1065,5515,11,dbAMP_27571,Pseudomonas aeruginosa,Positive
1066,3781,14,dbAMP_23676,Staphylococcus aureus,Positive
1067,7049,7,dbAMP_19584,Escherichia coli,Positive
1068,7776,0,17220.0,Acinetobacter baumannii,Positive
1069,875,14,dbAMP_19223,Staphylococcus aureus,Positive
1070,793,7,20273.0,Escherichia coli,Positive
1071,1141,7,dbAMP_23232,Escherichia coli,Positive
1072,1260,14,dbAMP_03063,Staphylococcus aureus,Positive
1073,2739,7,dbAMP_16875,Escherichia coli,Positive
1074,5380,13,dbAMP_31690,Salmonella enterica,Positive
1075,1911,7,dbAMP_22690,Escherichia coli,Positive
1076,4150,8,4203.0,Klebsiella pneumoniae,Positive
1077,1062,9,DRAMP03525,Listeria monocytogenes,Positive
1078,2444,7,dbAMP_02745,Escherichia coli,Positive
1079,6656,9,dbAMP_18107,Listeria monocytogenes,Positive
1080,2607,14,17248.0,Staphylococcus aureus,Positive
1081,7278,9,dbAMP_02310,Listeria monocytogenes,Positive
1082,2672,13,1738.0,Salmonella enterica,Positive
1083,3110,14,dbAMP_27379,Staphylococcus aureus,Positive
1084,4538,11,dbAMP_14782,Pseudomonas aeruginosa,Positive
1085,6807,3,dbAMP_23636,Bacillus subtilis,Positive
1086,907,3,dbAMP_23748,Bacillus subtilis,Positive
1087,3050,9,dbAMP_17490,Listeria monocytogenes,Positive
1088,6965,7,dbAMP_16268,Escherichia coli,Positive
1089,762,8,dbAMP_20132,Klebsiella pneumoniae,Positive
1090,502,15,dbAMP_04331,Staphylococcus epidermidis,Positive
1091,8040,14,dbAMP_05183,Staphylococcus aureus,Positive
1092,2204,14,22280.0,Staphylococcus aureus,Positive
1093,3565,7,dbAMP_18615,Escherichia coli,Positive
1094,7337,11,dbAMP_15976,Pseudomonas aeruginosa,Positive
1095,4221,14,dbAMP_20490,Staphylococcus aureus,Positive
1096,3415,14,dbAMP_19277,Staphylococcus aureus,Positive
1097,4235,14,22228.0,Staphylococcus aureus,Positive
1098,7255,14,dbAMP_33302,Staphylococcus aureus,Positive
1099,5214,14,18647.0,Staphylococcus aureus,Positive
1100,5920,12,dbAMP_21734,Saccharomyces cerevisiae,Positive
1101,5100,7,dbAMP_02290,Escherichia coli,Positive
1102,1853,7,dbAMP_23887,Escherichia coli,Positive
1103,4737,15,dbAMP_21601,Staphylococcus epidermidis,Positive
1104,1190,15,dbAMP_11923,Staphylococcus epidermidis,Positive
1105,5465,3,dbAMP_24285,Bacillus subtilis,Positive
1106,3788,3,20208.0,Bacillus subtilis,Positive
1107,1529,11,18632.0,Pseudomonas aeruginosa,Positive
1108,2864,7,dbAMP_03796,Escherichia coli,Positive
1109,7155,13,dbAMP_02117,Salmonella enterica,Positive
1110,4937,7,dbAMP_14764,Escherichia coli,Positive
1111,3602,11,dbAMP_00217,Pseudomonas aeruginosa,Positive
1112,6999,9,dbAMP_23287,Listeria monocytogenes,Positive
1113,6955,14,dbAMP_05519,Staphylococcus aureus,Positive
1114,3583,7,dbAMP_19435,Escherichia coli,Positive
1115,3551,15,dbAMP_17063,Staphylococcus epidermidis,Positive
1116,6975,7,21050.0,Escherichia coli,Positive
1117,1190,14,dbAMP_11923,Staphylococcus aureus,Positive
1118,53,14,20967.0,Staphylococcus aureus,Positive
1119,7110,14,dbAMP_03824,Staphylococcus aureus,Positive
1120,7374,14,19248.0,Staphylococcus aureus,Positive
1121,4449,11,dbAMP_19248,Pseudomonas aeruginosa,Positive
1122,5289,3,dbAMP_23468,Bacillus subtilis,Positive
1123,2228,14,dbAMP_14807,Staphylococcus aureus,Positive
1124,1175,13,dbAMP_18445,Salmonella enterica,Positive
1125,2466,11,dbAMP_03695,Pseudomonas aeruginosa,Positive
1126,7529,14,dbAMP_22424,Staphylococcus aureus,Positive
1127,2941,7,dbAMP_20322,Escherichia coli,Positive
1128,6596,8,dbAMP_23978,Klebsiella pneumoniae,Positive
1129,3599,15,dbAMP_16000,Staphylococcus epidermidis,Positive
1130,4831,14,DRAMP00204,Staphylococcus aureus,Positive
1131,726,5,8829.0,Enterobacter cloacae,Positive
1132,1610,9,22106.0,Listeria monocytogenes,Positive
1133,1711,14,19468.0,Staphylococcus aureus,Positive
1134,2120,7,dbAMP_24033,Escherichia coli,Positive
1135,3910,7,dbAMP_11170,Escherichia coli,Positive
1136,3530,14,DRAMP03642,Staphylococcus aureus,Positive
1137,5129,7,dbAMP_21492,Escherichia coli,Positive
1138,2314,0,dbAMP_33237,Acinetobacter baumannii,Positive
1139,7252,7,dbAMP_24903,Escherichia coli,Positive
1140,2148,8,dbAMP_23979,Klebsiella pneumoniae,Positive
1141,1867,8,dbAMP_03681,Klebsiella pneumoniae,Positive
1142,7371,15,dbAMP_21901,Staphylococcus epidermidis,Positive
1143,6577,14,dbAMP_28303,Staphylococcus aureus,Positive
1144,1584,6,dbAMP_25210,Enterococcus faecium,Positive
1145,1772,11,dbAMP_23179,Pseudomonas aeruginosa,Positive
1146,7700,7,20004.0,Escherichia coli,Positive
1147,5072,0,dbAMP_31661,Acinetobacter baumannii,Positive
1148,3,11,dbAMP_10324,Pseudomonas aeruginosa,Positive
1149,5800,7,18819.0,Escherichia coli,Positive
1150,6809,7,dbAMP_10546,Escherichia coli,Positive
1151,3889,14,21164.0,Staphylococcus aureus,Positive
1152,4717,7,dbAMP_03509,Escherichia coli,Positive
1153,3599,11,dbAMP_16000,Pseudomonas aeruginosa,Positive
1154,7647,2,dbAMP_02387,Bacillus megaterium,Positive
1155,6592,8,dbAMP_31704,Klebsiella pneumoniae,Positive
1156,2553,7,dbAMP_20731,Escherichia coli,Positive
1157,112,13,14868.0,Salmonella enterica,Positive
1158,4255,11,DRAMP01218,Pseudomonas aeruginosa,Positive
1159,1178,11,19001.0,Pseudomonas aeruginosa,Positive
1160,3562,3,dbAMP_10930,Bacillus subtilis,Positive
1161,7419,8,dbAMP_12270,Klebsiella pneumoniae,Positive
1162,358,7,dbAMP_04608,Escherichia coli,Positive
1163,5978,6,dbAMP_31807,Enterococcus faecium,Positive
1164,4854,7,dbAMP_24281,Escherichia coli,Positive
1165,3086,11,dbAMP_19782,Pseudomonas aeruginosa,Positive
1166,7502,14,dbAMP_17558,Staphylococcus aureus,Positive
1167,1146,13,dbAMP_10580,Salmonella enterica,Positive
1168,4685,9,dbAMP_00302,Listeria monocytogenes,Positive
1169,2677,15,dbAMP_14818,Staphylococcus epidermidis,Positive
1170,3733,7,dbAMP_18837,Escherichia coli,Positive
1171,1025,7,dbAMP_32940,Escherichia coli,Positive
1172,6848,12,dbAMP_03851,Saccharomyces cerevisiae,Positive
1173,2575,7,dbAMP_24305,Escherichia coli,Positive
1174,5286,8,DRAMP02925,Klebsiella pneumoniae,Positive
1175,3014,14,dbAMP_25299,Staphylococcus aureus,Positive
1176,704,8,dbAMP_33100,Klebsiella pneumoniae,Positive
1177,610,3,19614.0,Bacillus subtilis,Positive
1178,13,7,DRAMP04241,Escherichia coli,Positive
1179,7767,3,dbAMP_10187,Bacillus subtilis,Positive
1180,122,11,dbAMP_27960,Pseudomonas aeruginosa,Positive
1181,4479,11,dbAMP_19129,Pseudomonas aeruginosa,Positive
1182,1020,14,17531.0,Staphylococcus aureus,Positive
1183,5775,3,dbAMP_31532,Bacillus subtilis,Positive
1184,3045,7,dbAMP_18106,Escherichia coli,Positive
1185,3444,0,dbAMP_17858,Acinetobacter baumannii,Positive
1186,4651,3,dbAMP_10749,Bacillus subtilis,Positive
1187,6673,1,dbAMP_25441,Bacillus cereus,Positive
1188,5155,14,dbAMP_15784,Staphylococcus aureus,Positive
1189,2561,7,dbAMP_21221,Escherichia coli,Positive
1190,3883,8,19867.0,Klebsiella pneumoniae,Positive
1191,4230,11,1004.0,Pseudomonas aeruginosa,Positive
1192,7861,11,dbAMP_17453,Pseudomonas aeruginosa,Positive
1193,1015,15,dbAMP_18746,Staphylococcus epidermidis,Positive
1194,1698,7,dbAMP_16195,Escherichia coli,Positive
1195,1456,14,9310.0,Staphylococcus aureus,Positive
1196,4549,7,dbAMP_11044,Escherichia coli,Positive
1197,73,12,dbAMP_25190,Saccharomyces cerevisiae,Positive
1198,2947,3,DRAMP03928,Bacillus subtilis,Positive
1199,617,11,19611.0,Pseudomonas aeruginosa,Positive
1200,7366,14,dbAMP_24079,Staphylococcus aureus,Positive
1201,4267,9,dbAMP_00314,Listeria monocytogenes,Positive
1202,4320,7,dbAMP_02806,Escherichia coli,Positive
1203,5330,7,dbAMP_20512,Escherichia coli,Positive
1204,695,14,18043.0,Staphylococcus aureus,Positive
1205,6716,13,dbAMP_09813,Salmonella enterica,Positive
1206,3614,7,18828.0,Escherichia coli,Positive
1207,1269,13,dbAMP_02998,Salmonella enterica,Positive
1208,7851,3,dbAMP_02087,Bacillus subtilis,Positive
1209,6673,14,dbAMP_25441,Staphylococcus aureus,Positive
1210,1,3,dbAMP_24652,Bacillus subtilis,Positive
1211,7009,10,dbAMP_14885,Micrococcus luteus,Positive
1212,7172,3,dbAMP_18797,Bacillus subtilis,Positive
1213,6139,1,dbAMP_31692,Bacillus cereus,Positive
1214,7406,14,dbAMP_18051,Staphylococcus aureus,Positive
1215,1351,7,21624.0,Escherichia coli,Positive
1216,6411,11,dbAMP_01916,Pseudomonas aeruginosa,Positive
1217,6656,3,dbAMP_18107,Bacillus subtilis,Positive
1218,5786,11,dbAMP_18236,Pseudomonas aeruginosa,Positive
1219,3525,11,dbAMP_15575,Pseudomonas aeruginosa,Positive
1220,407,7,dbAMP_14822,Escherichia coli,Positive
1221,4810,7,dbAMP_33984,Escherichia coli,Positive
1222,2503,14,dbAMP_17829,Staphylococcus aureus,Positive
1223,7908,7,22021.0,Escherichia coli,Positive
1224,1387,7,dbAMP_04308,Escherichia coli,Positive
1225,5872,7,dbAMP_27812,Escherichia coli,Positive
1226,1796,7,19400.0,Escherichia coli,Positive
1227,1840,13,dbAMP_34098,Salmonella enterica,Positive
1228,1754,3,dbAMP_19081,Bacillus subtilis,Positive
1229,680,8,dbAMP_21050,Klebsiella pneumoniae,Positive
1230,5039,0,dbAMP_03184,Acinetobacter baumannii,Positive
1231,3499,7,dbAMP_02682,Escherichia coli,Positive
1232,6283,0,dbAMP_21051,Acinetobacter baumannii,Positive
1233,3220,7,dbAMP_23984,Escherichia coli,Positive
1234,7201,14,dbAMP_03236,Staphylococcus aureus,Positive
1235,2543,7,dbAMP_33591,Escherichia coli,Positive
1236,985,11,dbAMP_16046,Pseudomonas aeruginosa,Positive
1237,6635,14,dbAMP_23917,Staphylococcus aureus,Positive
1238,4865,3,19610.0,Bacillus subtilis,Positive
1239,5286,9,DRAMP02925,Listeria monocytogenes,Positive
1240,4028,8,dbAMP_17520,Klebsiella pneumoniae,Positive
1241,7613,14,dbAMP_16252,Staphylococcus aureus,Positive
1242,5295,11,dbAMP_22166,Pseudomonas aeruginosa,Positive
1243,6696,3,19613.0,Bacillus subtilis,Positive
1244,126,14,dbAMP_33266,Staphylococcus aureus,Positive
1245,1193,0,20856.0,Acinetobacter baumannii,Positive
1246,6485,3,dbAMP_23526,Bacillus subtilis,Positive
1247,278,14,DRAMP21307,Staphylococcus aureus,Positive
1248,1870,4,dbAMP_01900,Cryptococcus neoformans,Positive
1249,358,15,dbAMP_04608,Staphylococcus epidermidis,Positive
1250,6737,14,dbAMP_34280,Staphylococcus aureus,Positive
1251,3830,7,dbAMP_20496,Escherichia coli,Positive
1252,4785,7,dbAMP_17122,Escherichia coli,Positive
1253,8060,11,dbAMP_19725,Pseudomonas aeruginosa,Positive
1254,539,7,dbAMP_19827,Escherichia coli,Positive
1255,85,14,dbAMP_16056,Staphylococcus aureus,Positive
1256,5306,15,dbAMP_02247,Staphylococcus epidermidis,Positive
1257,5709,13,dbAMP_27399,Salmonella enterica,Positive
1258,2882,7,20319.0,Escherichia coli,Positive
1259,8048,6,7386.0,Enterococcus faecium,Positive
1260,5144,11,22214.0,Pseudomonas aeruginosa,Positive
1261,571,11,dbAMP_19284,Pseudomonas aeruginosa,Positive
1262,2981,15,20582.0,Staphylococcus epidermidis,Positive
1263,8064,15,dbAMP_01729,Staphylococcus epidermidis,Positive
1264,409,14,DRAMP20827,Staphylococcus aureus,Positive
1265,7583,13,dbAMP_24774,Salmonella enterica,Positive
1266,5113,8,dbAMP_04788,Klebsiella pneumoniae,Positive
1267,5852,7,dbAMP_04716,Escherichia coli,Positive
1268,7994,13,dbAMP_01719,Salmonella enterica,Positive
1269,1001,9,dbAMP_01734,Listeria monocytogenes,Positive
1270,1936,6,dbAMP_24792,Enterococcus faecium,Positive
1271,3559,14,dbAMP_33844,Staphylococcus aureus,Positive
1272,427,7,dbAMP_16054,Escherichia coli,Positive
1273,1536,13,dbAMP_05531,Salmonella enterica,Positive
1274,838,14,dbAMP_33705,Staphylococcus aureus,Positive
1275,3559,7,dbAMP_33844,Escherichia coli,Positive
1276,726,11,8829.0,Pseudomonas aeruginosa,Positive
1277,2368,11,dbAMP_19809,Pseudomonas aeruginosa,Positive
1278,1504,0,1026.0,Acinetobacter baumannii,Positive
1279,5793,0,21969.0,Acinetobacter baumannii,Positive
1280,7935,7,dbAMP_21225,Escherichia coli,Positive
1281,1146,7,dbAMP_10580,Escherichia coli,Positive
1282,6690,14,dbAMP_02192,Staphylococcus aureus,Positive
1283,4773,7,7464.0,Escherichia coli,Positive
1284,397,14,dbAMP_02826,Staphylococcus aureus,Positive
1285,6699,15,dbAMP_25276,Staphylococcus epidermidis,Positive
1286,2219,7,dbAMP_25424,Escherichia coli,Positive
1287,2592,7,dbAMP_18816,Escherichia coli,Positive
1288,7924,7,dbAMP_19800,Escherichia coli,Positive
1289,5029,15,dbAMP_23998,Staphylococcus epidermidis,Positive
1290,4723,9,dbAMP_25436,Listeria monocytogenes,Positive
1291,4154,14,dbAMP_02325,Staphylococcus aureus,Positive
1292,3533,14,dbAMP_27302,Staphylococcus aureus,Positive
1293,7703,7,dbAMP_21252,Escherichia coli,Positive
1294,5878,14,dbAMP_23785,Staphylococcus aureus,Positive
1295,5647,10,2854.0,Micrococcus luteus,Positive
1296,2553,13,dbAMP_20731,Salmonella enterica,Positive
1297,1402,3,dbAMP_21023,Bacillus subtilis,Positive
1298,4062,7,dbAMP_17461,Escherichia coli,Positive
1299,796,14,20932.0,Staphylococcus aureus,Positive
1300,4411,6,dbAMP_32020,Enterococcus faecium,Positive
1301,5647,11,2854.0,Pseudomonas aeruginosa,Positive
1302,1545,7,dbAMP_18888,Escherichia coli,Positive
1303,4113,7,dbAMP_22138,Escherichia coli,Positive
1304,7422,8,19141.0,Klebsiella pneumoniae,Positive
1305,7982,11,dbAMP_05917,Pseudomonas aeruginosa,Positive
1306,4881,11,dbAMP_20740,Pseudomonas aeruginosa,Positive
1307,63,7,dbAMP_15829,Escherichia coli,Positive
1308,2332,2,DRAMP03750,Bacillus megaterium,Positive
1309,2219,13,dbAMP_25424,Salmonella enterica,Positive
1310,6780,8,dbAMP_18138,Klebsiella pneumoniae,Positive
1311,6662,0,166.0,Acinetobacter baumannii,Positive
1312,5943,7,dbAMP_15813,Escherichia coli,Positive
1313,4806,14,dbAMP_17422,Staphylococcus aureus,Positive
1314,6597,3,20055.0,Bacillus subtilis,Positive
1315,2924,0,DRAMP20787,Acinetobacter baumannii,Positive
1316,7427,14,dbAMP_23870,Staphylococcus aureus,Positive
1317,3575,7,dbAMP_13325,Escherichia coli,Positive
1318,3731,13,dbAMP_22783,Salmonella enterica,Positive
1319,1263,2,dbAMP_24836,Bacillus megaterium,Positive
1320,2299,14,dbAMP_21770,Staphylococcus aureus,Positive
1321,2317,11,dbAMP_05999,Pseudomonas aeruginosa,Positive
1322,1964,14,dbAMP_01944,Staphylococcus aureus,Positive
1323,5368,3,21181.0,Bacillus subtilis,Positive
1324,5389,14,dbAMP_24826,Staphylococcus aureus,Positive
1325,5663,11,dbAMP_14850,Pseudomonas aeruginosa,Positive
1326,7257,7,dbAMP_17435,Escherichia coli,Positive
1327,3489,7,dbAMP_24238,Escherichia coli,Positive
1328,1157,7,dbAMP_17901,Escherichia coli,Positive
1329,112,3,14868.0,Bacillus subtilis,Positive
1330,7083,7,dbAMP_19549,Escherichia coli,Positive
1331,2250,13,dbAMP_21129,Salmonella enterica,Positive
1332,1605,15,dbAMP_21600,Staphylococcus epidermidis,Positive
1333,7029,7,dbAMP_18765,Escherichia coli,Positive
1334,1904,11,dbAMP_14853,Pseudomonas aeruginosa,Positive
1335,2474,8,dbAMP_19197,Klebsiella pneumoniae,Positive
1336,1839,14,21011.0,Staphylococcus aureus,Positive
1337,2216,9,dbAMP_33380,Listeria monocytogenes,Positive
1338,5207,14,21076.0,Staphylococcus aureus,Positive
1339,4828,7,dbAMP_23388,Escherichia coli,Positive
1340,220,7,dbAMP_15916,Escherichia coli,Positive
1341,730,3,dbAMP_14848,Bacillus subtilis,Positive
1342,3492,8,dbAMP_20670,Klebsiella pneumoniae,Positive
1343,5985,7,dbAMP_14772,Escherichia coli,Positive
1344,7956,14,dbAMP_03551,Staphylococcus aureus,Positive
1345,208,14,19950.0,Staphylococcus aureus,Positive
1346,1855,14,dbAMP_05287,Staphylococcus aureus,Positive
1347,1043,15,19501.0,Staphylococcus epidermidis,Positive
1348,1438,11,dbAMP_16905,Pseudomonas aeruginosa,Positive
1349,1435,14,dbAMP_25329,Staphylococcus aureus,Positive
